      V(1)              I(D1)      
   0.00000000e+00    0.00000000e+00
   1.00000000e-02    1.57442806e-14
   2.00000000e-02    3.31777332e-14
   3.00000000e-02    5.27970783e-14
   4.00000000e-02    7.52451029e-14
   5.00000000e-02    1.01353613e-13
   6.00000000e-02    1.32199016e-13
   7.00000000e-02    1.69174250e-13
   8.00000000e-02    2.14081864e-13
   9.00000000e-02    2.69254464e-13
   1.00000000e-01    3.37710588e-13
   1.10000000e-01    4.23356410e-13
   1.20000000e-01    5.31246760e-13
   1.30000000e-01    6.67922896e-13
   1.40000000e-01    8.41849612e-13
   1.50000000e-01    1.06398087e-12
   1.60000000e-01    1.34849177e-12
   1.70000000e-01    1.71372578e-12
   1.80000000e-01    2.18342044e-12
   1.90000000e-01    2.78829362e-12
   2.00000000e-01    3.56809612e-12
   2.10000000e-01    4.57426794e-12
   2.20000000e-01    5.87337557e-12
   2.30000000e-01    7.55156018e-12
   2.40000000e-01    9.72029373e-12
   2.50000000e-01    1.25238278e-11
   2.60000000e-01    1.61488328e-11
   2.70000000e-01    2.08368717e-11
   2.80000000e-01    2.69005420e-11
   2.90000000e-01    3.47443638e-11
   3.00000000e-01    4.48918114e-11
   3.10000000e-01    5.80202924e-11
   3.20000000e-01    7.50064142e-11
   3.30000000e-01    9.69845605e-11
   3.40000000e-01    1.25422694e-10
   3.50000000e-01    1.62220448e-10
   3.60000000e-01    2.09836065e-10
   3.70000000e-01    2.71450664e-10
   3.80000000e-01    3.51180806e-10
   3.90000000e-01    4.54353575e-10
   4.00000000e-01    5.87862548e-10
   4.10000000e-01    7.60628434e-10
   4.20000000e-01    9.84195182e-10
   4.30000000e-01    1.27350137e-09
   4.40000000e-01    1.64787844e-09
   4.50000000e-01    2.13234248e-09
   4.60000000e-01    2.75926581e-09
   4.70000000e-01    3.57054024e-09
   4.80000000e-01    4.62037633e-09
   4.90000000e-01    5.97892591e-09
   5.00000000e-01    7.73696973e-09
   5.10000000e-01    1.00119837e-08
   5.20000000e-01    1.29559888e-08
   5.30000000e-01    1.67657097e-08
   5.40000000e-01    2.16957200e-08
   5.50000000e-01    2.80754537e-08
   5.60000000e-01    3.63312189e-08
   5.70000000e-01    4.70146842e-08
   5.80000000e-01    6.08397428e-08
   5.90000000e-01    7.87302165e-08
   6.00000000e-01    1.01881587e-07
   6.10000000e-01    1.31840883e-07
   6.20000000e-01    1.70610053e-07
   6.30000000e-01    2.20779741e-07
   6.40000000e-01    2.85702403e-07
   6.50000000e-01    3.69716319e-07
   6.60000000e-01    4.78435494e-07
   6.70000000e-01    6.19124794e-07
   6.80000000e-01    8.01185403e-07
   6.90000000e-01    1.03678303e-06
   7.00000000e-01    1.34166086e-06
   7.10000000e-01    1.73619153e-06
   7.20000000e-01    2.24673849e-06
   7.30000000e-01    2.90741768e-06
   7.40000000e-01    3.76237720e-06
   7.50000000e-01    4.86874744e-06
   7.60000000e-01    6.30045861e-06
   7.70000000e-01    8.15318096e-06
   7.80000000e-01    1.05507177e-05
   7.90000000e-01    1.36532778e-05
   8.00000000e-01    1.76681815e-05
   8.10000000e-01    2.28637139e-05
   8.20000000e-01    2.95870526e-05
   8.30000000e-01    3.82874667e-05
   8.40000000e-01    4.95463379e-05
   8.50000000e-01    6.41160101e-05
   8.60000000e-01    8.29700626e-05
   8.70000000e-01    1.07368367e-04
   8.80000000e-01    1.38941274e-04
   8.90000000e-01    1.79798559e-04
   9.00000000e-01    2.32670399e-04
   9.10000000e-01    3.01089815e-04
   9.20000000e-01    3.89628750e-04
   9.30000000e-01    5.04203580e-04
   9.40000000e-01    6.52470461e-04
   9.50000000e-01    8.44336930e-04
   9.60000000e-01    1.09262395e-03
   9.70000000e-01    1.41392263e-03
   9.80000000e-01    1.82970290e-03
   9.90000000e-01    2.36774815e-03
   1.00000000e+00    3.06401182e-03
End of Xyce(TM) Simulation
