      V(1)              I(D1)      
   0.00000000e+00    0.00000000e+00
   1.00000000e-02    1.02078480e-14
   2.00000000e-02    2.04983119e-14
   3.00000000e-02    3.09042302e-14
   4.00000000e-02    4.14714940e-14
   5.00000000e-02    5.22642353e-14
   6.00000000e-02    6.33720775e-14
   7.00000000e-02    7.49202676e-14
   8.00000000e-02    8.70838365e-14
   9.00000000e-02    1.00107387e-13
   1.00000000e-01    1.14332745e-13
   1.10000000e-01    1.30237610e-13
   1.20000000e-01    1.48489557e-13
   1.30000000e-01    1.70021509e-13
   1.40000000e-01    1.96137211e-13
   1.50000000e-01    2.28658626e-13
   1.60000000e-01    2.70131911e-13
   1.70000000e-01    3.24115281e-13
   1.80000000e-01    3.95581276e-13
   1.90000000e-01    4.91478936e-13
   2.00000000e-01    6.21519425e-13
   2.10000000e-01    7.99273923e-13
   2.20000000e-01    1.04370792e-12
   2.30000000e-01    1.38132536e-12
   2.40000000e-01    1.84916504e-12
   2.50000000e-01    2.49898804e-12
   2.60000000e-01    3.40312957e-12
   2.70000000e-01    4.66267683e-12
   2.80000000e-01    6.41889741e-12
   2.90000000e-01    8.86921035e-12
   3.00000000e-01    1.22895053e-11
   3.10000000e-01    1.70653333e-11
   3.20000000e-01    2.37354950e-11
   3.30000000e-01    3.30529554e-11
   3.40000000e-01    4.60699697e-11
   3.50000000e-01    6.42570462e-11
   3.60000000e-01    8.96691949e-11
   3.70000000e-01    1.25178256e-10
   3.80000000e-01    1.74797578e-10
   3.90000000e-01    2.44135744e-10
   4.00000000e-01    3.41030651e-10
   4.10000000e-01    4.76435627e-10
   4.20000000e-01    6.65657753e-10
   4.30000000e-01    9.30088413e-10
   4.40000000e-01    1.29962169e-09
   4.50000000e-01    1.81603406e-09
   4.60000000e-01    2.53770739e-09
   4.70000000e-01    3.54622937e-09
   4.80000000e-01    4.95561733e-09
   4.90000000e-01    6.92520856e-09
   5.00000000e-01    9.67767412e-09
   5.10000000e-01    1.35241930e-08
   5.20000000e-01    1.88996322e-08
   5.30000000e-01    2.64117113e-08
   5.40000000e-01    3.69097073e-08
   5.50000000e-01    5.15804704e-08
   5.60000000e-01    7.20826031e-08
   5.70000000e-01    1.00733973e-07
   5.80000000e-01    1.40773762e-07
   5.90000000e-01    1.96728667e-07
   6.00000000e-01    2.74924670e-07
   6.10000000e-01    3.84202223e-07
   6.20000000e-01    5.36915701e-07
   6.30000000e-01    7.50330130e-07
   6.40000000e-01    1.04857308e-06
   6.50000000e-01    1.46536243e-06
   6.60000000e-01    2.04781829e-06
   6.70000000e-01    2.86179024e-06
   6.80000000e-01    3.99930190e-06
   6.90000000e-01    5.58895467e-06
   7.00000000e-01    7.81046682e-06
   7.10000000e-01    1.09149914e-05
   7.20000000e-01    1.52535107e-05
   7.30000000e-01    2.13165160e-05
   7.40000000e-01    2.97894605e-05
   7.50000000e-01    4.16302534e-05
   7.60000000e-01    5.81775557e-05
   7.70000000e-01    8.13021233e-05
   7.80000000e-01    1.13618305e-04
   7.90000000e-01    1.58779607e-04
   8.00000000e-01    2.21891743e-04
   8.10000000e-01    3.10089856e-04
   8.20000000e-01    4.33345187e-04
   8.30000000e-01    6.05592372e-04
   8.40000000e-01    8.46304821e-04
   8.50000000e-01    1.18269629e-03
   8.60000000e-01    1.65279752e-03
   8.70000000e-01    2.30975582e-03
   8.80000000e-01    3.22784364e-03
   8.90000000e-01    4.51085543e-03
   9.00000000e-01    6.30384210e-03
   9.10000000e-01    8.80950985e-03
   9.20000000e-01    1.23111370e-02
   9.30000000e-01    1.72046001e-02
   9.40000000e-01    2.40431298e-02
   9.50000000e-01    3.35998563e-02
   9.60000000e-01    4.69552156e-02
   9.70000000e-01    6.56190982e-02
   9.80000000e-01    9.17015499e-02
   9.90000000e-01    1.28151323e-01
   1.00000000e+00    1.79089248e-01
End of Xyce(TM) Simulation
