      V(1)              I(D1)      
   0.00000000e+00    0.00000000e+00
   1.00000000e-02    1.09151894e-14
   2.00000000e-02    2.21393889e-14
   3.00000000e-02    3.37769345e-14
   4.00000000e-02    4.59673908e-14
   5.00000000e-02    5.88974461e-14
   6.00000000e-02    7.28168230e-14
   7.00000000e-02    8.80595620e-14
   8.00000000e-02    1.05072491e-13
   9.00000000e-02    1.24453308e-13
   1.00000000e-01    1.47001520e-13
   1.10000000e-01    1.73786587e-13
   1.20000000e-01    2.06239065e-13
   1.30000000e-01    2.46272533e-13
   1.40000000e-01    2.96446683e-13
   1.50000000e-01    3.60185475e-13
   1.60000000e-01    4.42068958e-13
   1.70000000e-01    5.48223615e-13
   1.80000000e-01    6.86844511e-13
   1.90000000e-01    8.68893743e-13
   2.00000000e-01    1.10903472e-12
   2.10000000e-01    1.42688188e-12
   2.20000000e-01    1.84867242e-12
   2.30000000e-01    2.40950241e-12
   2.40000000e-01    3.15631795e-12
   2.50000000e-01    4.15191636e-12
   2.60000000e-01    5.48029816e-12
   2.70000000e-01    7.25382636e-12
   2.80000000e-01    9.62280287e-12
   2.90000000e-01    1.27882785e-11
   3.00000000e-01    1.70191879e-11
   3.10000000e-01    2.26752707e-11
   3.20000000e-01    3.02377310e-11
   3.30000000e-01    4.03502497e-11
   3.40000000e-01    5.38738438e-11
   3.50000000e-01    7.19602494e-11
   3.60000000e-01    9.61500819e-11
   3.70000000e-01    1.28504139e-10
   3.80000000e-01    1.71779039e-10
   3.90000000e-01    2.29662161e-10
   4.00000000e-01    3.07085914e-10
   4.10000000e-01    4.10648114e-10
   4.20000000e-01    5.49174305e-10
   4.30000000e-01    7.34469939e-10
   4.40000000e-01    9.82326534e-10
   4.50000000e-01    1.31386755e-09
   4.60000000e-01    1.75734870e-09
   4.70000000e-01    2.35056613e-09
   4.80000000e-01    3.14407771e-09
   4.90000000e-01    4.20551194e-09
   5.00000000e-01    5.62533187e-09
   5.10000000e-01    7.52454501e-09
   5.20000000e-01    1.00650166e-08
   5.30000000e-01    1.34632649e-08
   5.40000000e-01    1.80089150e-08
   5.50000000e-01    2.40893824e-08
   5.60000000e-01    3.22228922e-08
   5.70000000e-01    4.31026461e-08
   5.80000000e-01    5.76559024e-08
   5.90000000e-01    7.71230046e-08
   6.00000000e-01    1.03163094e-07
   6.10000000e-01    1.37995512e-07
   6.20000000e-01    1.84588955e-07
   6.30000000e-01    2.46914487e-07
   6.40000000e-01    3.30283985e-07
   6.50000000e-01    4.41802859e-07
   6.60000000e-01    5.90975638e-07
   6.70000000e-01    7.90516010e-07
   6.80000000e-01    1.05743040e-06
   6.90000000e-01    1.41446737e-06
   7.00000000e-01    1.89205645e-06
   7.10000000e-01    2.53090160e-06
   7.20000000e-01    3.38545027e-06
   7.30000000e-01    4.52853393e-06
   7.40000000e-01    6.05757525e-06
   7.50000000e-01    8.10289131e-06
   7.60000000e-01    1.08388002e-05
   7.70000000e-01    1.44984780e-05
   7.80000000e-01    1.93938315e-05
   7.90000000e-01    2.59420816e-05
   8.00000000e-01    3.47013225e-05
   8.10000000e-01    4.64180865e-05
   8.20000000e-01    6.20909694e-05
   8.30000000e-01    8.30557391e-05
   8.40000000e-01    1.11099180e-04
   8.50000000e-01    1.48611379e-04
   8.60000000e-01    1.98789422e-04
   8.70000000e-01    2.65909883e-04
   8.80000000e-01    3.55693303e-04
   8.90000000e-01    4.75791738e-04
   9.00000000e-01    6.36440935e-04
   9.10000000e-01    8.51332697e-04
   9.20000000e-01    1.13878181e-03
   9.30000000e-01    1.52328698e-03
   9.40000000e-01    2.03761880e-03
   9.50000000e-01    2.72561272e-03
   9.60000000e-01    3.64590507e-03
   9.70000000e-01    4.87693049e-03
   9.80000000e-01    6.52360676e-03
   9.90000000e-01    8.72627676e-03
   1.00000000e+00    1.16726696e-02
End of Xyce(TM) Simulation
