      V(1)              I(D1)      
   0.00000000e+00    0.00000000e+00
   1.00000000e-02    2.12712988e-14
   2.00000000e-02    4.37499392e-14
   3.00000000e-02    6.75652476e-14
   4.00000000e-02    9.28604031e-14
   5.00000000e-02    1.19793922e-13
   6.00000000e-02    1.48541299e-13
   7.00000000e-02    1.79296829e-13
   8.00000000e-02    2.12275618e-13
   9.00000000e-02    2.47715814e-13
   1.00000000e-01    2.85881074e-13
   1.10000000e-01    3.27063297e-13
   1.20000000e-01    3.71585650e-13
   1.30000000e-01    4.19805915e-13
   1.40000000e-01    4.72120200e-13
   1.50000000e-01    5.28967042e-13
   1.60000000e-01    5.90831952e-13
   1.70000000e-01    6.58252448e-13
   1.80000000e-01    7.31823625e-13
   1.90000000e-01    8.12204323e-13
   2.00000000e-01    9.00123951e-13
   2.10000000e-01    9.96390056e-13
   2.20000000e-01    1.10189668e-12
   2.30000000e-01    1.21763364e-12
   2.40000000e-01    1.34469677e-12
   2.50000000e-01    1.48429928e-12
   2.60000000e-01    1.63778436e-12
   2.70000000e-01    1.80663906e-12
   2.80000000e-01    1.99250970e-12
   2.90000000e-01    2.19721900e-12
   3.00000000e-01    2.42278486e-12
   3.10000000e-01    2.67144138e-12
   3.20000000e-01    2.94566194e-12
   3.30000000e-01    3.24818488e-12
   3.40000000e-01    3.58204183e-12
   3.50000000e-01    3.95058921e-12
   3.60000000e-01    4.35754291e-12
   3.70000000e-01    4.80701689e-12
   3.80000000e-01    5.30356577e-12
   3.90000000e-01    5.85223205e-12
   4.00000000e-01    6.45859836e-12
   4.10000000e-01    7.12884533e-12
   4.20000000e-01    7.86981561e-12
   4.30000000e-01    8.68908486e-12
   4.40000000e-01    9.59504017e-12
   4.50000000e-01    1.05969670e-11
   4.60000000e-01    1.17051456e-11
   4.70000000e-01    1.29309572e-11
   4.80000000e-01    1.42870023e-11
   4.90000000e-01    1.57872309e-11
   5.00000000e-01    1.74470876e-11
   5.10000000e-01    1.92836710e-11
   5.20000000e-01    2.13159117e-11
   5.30000000e-01    2.35647676e-11
   5.40000000e-01    2.60534419e-11
   5.50000000e-01    2.88076230e-11
   5.60000000e-01    3.18557511e-11
   5.70000000e-01    3.52293128e-11
   5.80000000e-01    3.89631673e-11
   5.90000000e-01    4.30959079e-11
   6.00000000e-01    4.76702620e-11
   6.10000000e-01    5.27335336e-11
   6.20000000e-01    5.83380938e-11
   6.30000000e-01    6.45419235e-11
   6.40000000e-01    7.14092144e-11
   6.50000000e-01    7.90110341e-11
   6.60000000e-01    8.74260627e-11
   6.70000000e-01    9.67414082e-11
   6.80000000e-01    1.07053510e-10
   6.90000000e-01    1.18469136e-10
   7.00000000e-01    1.31106492e-10
   7.10000000e-01    1.45096446e-10
   7.20000000e-01    1.60583884e-10
   7.30000000e-01    1.77729210e-10
   7.40000000e-01    1.96710012e-10
   7.50000000e-01    2.17722899e-10
   7.60000000e-01    2.40985541e-10
   7.70000000e-01    2.66738924e-10
   7.80000000e-01    2.95249848e-10
   7.90000000e-01    3.26813689e-10
   8.00000000e-01    3.61757467e-10
   8.10000000e-01    4.00443228e-10
   8.20000000e-01    4.43271799e-10
   8.30000000e-01    4.90686945e-10
   8.40000000e-01    5.43179963e-10
   8.50000000e-01    6.01294776e-10
   8.60000000e-01    6.65633572e-10
   8.70000000e-01    7.36863041e-10
   8.80000000e-01    8.15721288e-10
   8.90000000e-01    9.03025482e-10
   9.00000000e-01    9.99680320e-10
   9.10000000e-01    1.10668741e-09
   9.20000000e-01    1.22515566e-09
   9.30000000e-01    1.35631273e-09
   9.40000000e-01    1.50151781e-09
   9.50000000e-01    1.66227568e-09
   9.60000000e-01    1.84025229e-09
   9.70000000e-01    2.03729206e-09
   9.80000000e-01    2.25543696e-09
   9.90000000e-01    2.49694770e-09
   1.00000000e+00    2.76432715e-09
End of Xyce(TM) Simulation
