      V(1)              I(D1)      
   0.00000000e+00    0.00000000e+00
   1.00000000e-02    3.79963974e-14
   2.00000000e-02    8.25767569e-14
   3.00000000e-02    1.35289441e-13
   4.00000000e-02    1.98046942e-13
   5.00000000e-02    2.73211517e-13
   6.00000000e-02    3.63700961e-13
   7.00000000e-02    4.73119249e-13
   8.00000000e-02    6.05917911e-13
   9.00000000e-02    7.67595352e-13
   1.00000000e-01    9.64943044e-13
   1.10000000e-01    1.20634962e-12
   1.20000000e-01    1.50217650e-12
   1.30000000e-01    1.86522178e-12
   1.40000000e-01    2.31129334e-12
   1.50000000e-01    2.85991663e-12
   1.60000000e-01    3.53520890e-12
   1.70000000e-01    4.36695913e-12
   1.80000000e-01    5.39196181e-12
   1.90000000e-01    6.65566446e-12
   2.00000000e-01    8.21420258e-12
   2.10000000e-01    1.01369131e-11
   2.20000000e-01    1.25094392e-11
   2.30000000e-01    1.54375647e-11
   2.40000000e-01    1.90519509e-11
   2.50000000e-01    2.35139870e-11
   2.60000000e-01    2.90230163e-11
   2.70000000e-01    3.58252620e-11
   2.80000000e-01    4.42248521e-11
   2.90000000e-01    5.45974369e-11
   3.00000000e-01    6.74070091e-11
   3.10000000e-01    8.32266792e-11
   3.20000000e-01    1.02764337e-10
   3.30000000e-01    1.26894349e-10
   3.40000000e-01    1.56696707e-10
   3.50000000e-01    1.93505386e-10
   3.60000000e-01    2.38968076e-10
   3.70000000e-01    2.95119954e-10
   3.80000000e-01    3.64474817e-10
   3.90000000e-01    4.50137634e-10
   4.00000000e-01    5.55943576e-10
   4.10000000e-01    6.86629735e-10
   4.20000000e-01    8.48047237e-10
   4.30000000e-01    1.04742323e-09
   4.40000000e-01    1.29368447e-09
   4.50000000e-01    1.59785705e-09
   4.60000000e-01    1.97356008e-09
   4.70000000e-01    2.43761550e-09
   4.80000000e-01    3.01080131e-09
   4.90000000e-01    3.71878187e-09
   5.00000000e-01    4.59325713e-09
   5.10000000e-01    5.67338193e-09
   5.20000000e-01    7.00751922e-09
   5.30000000e-01    8.65540559e-09
   5.40000000e-01    1.06908260e-08
   5.50000000e-01    1.32049174e-08
   5.60000000e-01    1.63102497e-08
   5.70000000e-01    2.01458662e-08
   5.80000000e-01    2.48835091e-08
   5.90000000e-01    3.07353094e-08
   6.00000000e-01    3.79632856e-08
   6.10000000e-01    4.68910754e-08
   6.20000000e-01    5.79184269e-08
   6.30000000e-01    7.15390977e-08
   6.40000000e-01    8.83629634e-08
   6.50000000e-01    1.09143325e-07
   6.60000000e-01    1.34810638e-07
   6.70000000e-01    1.66514177e-07
   6.80000000e-01    2.05673490e-07
   6.90000000e-01    2.54041966e-07
   7.00000000e-01    3.13785339e-07
   7.10000000e-01    3.87578664e-07
   7.20000000e-01    4.78726093e-07
   7.30000000e-01    5.91308822e-07
   7.40000000e-01    7.30367827e-07
   7.50000000e-01    9.02129582e-07
   7.60000000e-01    1.11428485e-06
   7.70000000e-01    1.37633304e-06
   7.80000000e-01    1.70000757e-06
   7.90000000e-01    2.09980120e-06
   8.00000000e-01    2.59361501e-06
   8.10000000e-01    3.20355988e-06
   8.20000000e-01    3.95694655e-06
   8.30000000e-01    4.88750850e-06
   8.40000000e-01    6.03691234e-06
   8.50000000e-01    7.45662351e-06
   8.60000000e-01    9.21021066e-06
   8.70000000e-01    1.13761920e-05
   8.80000000e-01    1.40515510e-05
   8.90000000e-01    1.73560788e-05
   9.00000000e-01    2.14377383e-05
   9.10000000e-01    2.64792889e-05
   9.20000000e-01    3.27064698e-05
   9.30000000e-01    4.03981079e-05
   9.40000000e-01    4.98986020e-05
   9.50000000e-01    6.16333441e-05
   9.60000000e-01    7.61277662e-05
   9.70000000e-01    9.40308671e-05
   9.80000000e-01    1.16144272e-04
   9.90000000e-01    1.43458125e-04
   1.00000000e+00    1.77195425e-04
End of Xyce(TM) Simulation
