      V(1)              I(D1)      
   0.00000000e+00    0.00000000e+00
   1.00000000e-02    1.22419381e-14
   2.00000000e-02    2.51454997e-14
   3.00000000e-02    3.89059379e-14
   4.00000000e-02    5.37761275e-14
   5.00000000e-02    7.00835699e-14
   6.00000000e-02    8.82524160e-14
   7.00000000e-02    1.08831989e-13
   8.00000000e-02    1.32533723e-13
   9.00000000e-02    1.60279008e-13
   1.00000000e-01    1.93261144e-13
   1.10000000e-01    2.33025590e-13
   1.20000000e-01    2.81573889e-13
   1.30000000e-01    3.41498264e-13
   1.40000000e-01    4.16155936e-13
   1.50000000e-01    5.09894879e-13
   1.60000000e-01    6.28346213e-13
   1.70000000e-01    7.78802866e-13
   1.80000000e-01    9.70710001e-13
   1.90000000e-01    1.21630016e-12
   2.00000000e-01    1.53141587e-12
   2.10000000e-01    1.93657498e-12
   2.20000000e-01    2.45835038e-12
   2.30000000e-01    3.13115698e-12
   2.40000000e-01    3.99956595e-12
   2.50000000e-01    5.12130193e-12
   2.60000000e-01    6.57112485e-12
   2.70000000e-01    8.44585718e-12
   2.80000000e-01    1.08708949e-11
   2.90000000e-01    1.40086399e-11
   3.00000000e-01    1.80694208e-11
   3.10000000e-01    2.33256369e-11
   3.20000000e-01    3.01300757e-11
   3.30000000e-01    3.89396368e-11
   3.40000000e-01    5.03460564e-11
   3.50000000e-01    6.51156993e-11
   3.60000000e-01    8.42410938e-11
   3.70000000e-01    1.09007676e-10
   3.80000000e-01    1.41080229e-10
   3.90000000e-01    1.82614835e-10
   4.00000000e-01    2.36403863e-10
   4.10000000e-01    3.06063740e-10
   4.20000000e-01    3.96278152e-10
   4.30000000e-01    5.13112993e-10
   4.40000000e-01    6.64424277e-10
   4.50000000e-01    8.60386428e-10
   4.60000000e-01    1.11417646e-09
   4.70000000e-01    1.44286010e-09
   4.80000000e-01    1.86853936e-09
   4.90000000e-01    2.41983884e-09
   5.00000000e-01    3.13383062e-09
   5.10000000e-01    4.05852718e-09
   5.20000000e-01    5.25611009e-09
   5.30000000e-01    6.80711146e-09
   5.40000000e-01    8.81582942e-09
   5.50000000e-01    1.14173417e-08
   5.60000000e-01    1.47865893e-08
   5.70000000e-01    1.91501403e-08
   5.80000000e-01    2.48014257e-08
   5.90000000e-01    3.21204719e-08
   6.00000000e-01    4.15994554e-08
   6.10000000e-01    5.38758004e-08
   6.20000000e-01    6.97750425e-08
   6.30000000e-01    9.03663431e-08
   6.40000000e-01    1.17034386e-07
   6.50000000e-01    1.51572493e-07
   6.60000000e-01    1.96303216e-07
   6.70000000e-01    2.54234522e-07
   6.80000000e-01    3.29262064e-07
   6.90000000e-01    4.26431151e-07
   7.00000000e-01    5.52276025e-07
   7.10000000e-01    7.15259263e-07
   7.20000000e-01    9.26340852e-07
   7.30000000e-01    1.19971521e-06
   7.40000000e-01    1.55376568e-06
   7.50000000e-01    2.01230080e-06
   7.60000000e-01    2.60615525e-06
   7.70000000e-01    3.37526343e-06
   7.80000000e-01    4.37134487e-06
   7.90000000e-01    5.66138217e-06
   8.00000000e-01    7.33212530e-06
   8.10000000e-01    9.49592523e-06
   8.20000000e-01    1.22982891e-05
   8.30000000e-01    1.59276649e-05
   8.40000000e-01    2.06281140e-05
   8.50000000e-01    2.67157234e-05
   8.60000000e-01    3.45998609e-05
   8.70000000e-01    4.48107042e-05
   8.80000000e-01    5.80348927e-05
   8.90000000e-01    7.51617015e-05
   9.00000000e-01    9.73428417e-05
   9.10000000e-01    1.26069909e-04
   9.20000000e-01    1.63274686e-04
   9.30000000e-01    2.11459049e-04
   9.40000000e-01    2.73863209e-04
   9.50000000e-01    3.54683602e-04
   9.60000000e-01    4.59355085e-04
   9.70000000e-01    5.94916408e-04
   9.80000000e-01    7.70483540e-04
   9.90000000e-01    9.97862688e-04
   1.00000000e+00    1.29234421e-03
End of Xyce(TM) Simulation
