      V(6)              V(3)        {(I(RR2)+I(RR1))/2}  {I(RR2)-I(RR1)} 
  -6.62000000e-02   -6.16414450e-01    1.05498046e-06   -4.59857589e-07
  -6.61000000e-02   -6.16414450e-01    1.05481440e-06   -4.59156532e-07
  -6.60000000e-02   -6.16414450e-01    1.05464855e-06   -4.58455470e-07
  -6.59000000e-02   -6.16414449e-01    1.05448289e-06   -4.57754403e-07
  -6.58000000e-02   -6.16414449e-01    1.05431742e-06   -4.57053332e-07
  -6.57000000e-02   -6.16414449e-01    1.05415216e-06   -4.56352257e-07
  -6.56000000e-02   -6.16414449e-01    1.05398709e-06   -4.55651178e-07
  -6.55000000e-02   -6.16414449e-01    1.05382222e-06   -4.54950094e-07
  -6.54000000e-02   -6.16414449e-01    1.05365755e-06   -4.54249008e-07
  -6.53000000e-02   -6.16414449e-01    1.05349308e-06   -4.53547918e-07
  -6.52000000e-02   -6.16414449e-01    1.05332881e-06   -4.52846825e-07
  -6.51000000e-02   -6.16414449e-01    1.05316474e-06   -4.52145729e-07
  -6.50000000e-02   -6.16414449e-01    1.05300087e-06   -4.51444630e-07
  -6.49000000e-02   -6.16414448e-01    1.05283719e-06   -4.50743529e-07
  -6.48000000e-02   -6.16414448e-01    1.05267372e-06   -4.50042426e-07
  -6.47000000e-02   -6.16414448e-01    1.05251044e-06   -4.49341320e-07
  -6.46000000e-02   -6.16414448e-01    1.05234737e-06   -4.48640213e-07
  -6.45000000e-02   -6.16414448e-01    1.05218450e-06   -4.47939105e-07
  -6.44000000e-02   -6.16414448e-01    1.05202182e-06   -4.47237994e-07
  -6.43000000e-02   -6.16414448e-01    1.05185935e-06   -4.46536883e-07
  -6.42000000e-02   -6.16414448e-01    1.05169708e-06   -4.45835771e-07
  -6.41000000e-02   -6.16414448e-01    1.05153501e-06   -4.45134658e-07
  -6.40000000e-02   -6.16414448e-01    1.05137314e-06   -4.44433545e-07
  -6.39000000e-02   -6.16414447e-01    1.05121147e-06   -4.43732431e-07
  -6.38000000e-02   -6.16414447e-01    1.05105001e-06   -4.43031318e-07
  -6.37000000e-02   -6.16414447e-01    1.05088875e-06   -4.42330204e-07
  -6.36000000e-02   -6.16414447e-01    1.05072769e-06   -4.41629091e-07
  -6.35000000e-02   -6.16414447e-01    1.05056683e-06   -4.40927978e-07
  -6.34000000e-02   -6.16414447e-01    1.05040617e-06   -4.40226866e-07
  -6.33000000e-02   -6.16414447e-01    1.05024572e-06   -4.39525755e-07
  -6.32000000e-02   -6.16414447e-01    1.05008547e-06   -4.38824646e-07
  -6.31000000e-02   -6.16414447e-01    1.04992542e-06   -4.38123537e-07
  -6.30000000e-02   -6.16414447e-01    1.04976558e-06   -4.37422431e-07
  -6.29000000e-02   -6.16414446e-01    1.04960594e-06   -4.36721326e-07
  -6.28000000e-02   -6.16414446e-01    1.04944651e-06   -4.36020223e-07
  -6.27000000e-02   -6.16414446e-01    1.04928728e-06   -4.35319122e-07
  -6.26000000e-02   -6.16414446e-01    1.04912825e-06   -4.34618024e-07
  -6.25000000e-02   -6.16414446e-01    1.04896943e-06   -4.33916928e-07
  -6.24000000e-02   -6.16414446e-01    1.04881081e-06   -4.33215835e-07
  -6.23000000e-02   -6.16414446e-01    1.04865240e-06   -4.32514745e-07
  -6.22000000e-02   -6.16414446e-01    1.04849419e-06   -4.31813658e-07
  -6.21000000e-02   -6.16414446e-01    1.04833619e-06   -4.31112575e-07
  -6.20000000e-02   -6.16414446e-01    1.04817840e-06   -4.30411495e-07
  -6.19000000e-02   -6.16414445e-01    1.04802080e-06   -4.29710420e-07
  -6.18000000e-02   -6.16414445e-01    1.04786342e-06   -4.29009348e-07
  -6.17000000e-02   -6.16414445e-01    1.04770624e-06   -4.28308280e-07
  -6.16000000e-02   -6.16414445e-01    1.04754927e-06   -4.27607217e-07
  -6.15000000e-02   -6.16414445e-01    1.04739250e-06   -4.26906158e-07
  -6.14000000e-02   -6.16414445e-01    1.04723594e-06   -4.26205104e-07
  -6.13000000e-02   -6.16414445e-01    1.04707959e-06   -4.25504055e-07
  -6.12000000e-02   -6.16414445e-01    1.04692345e-06   -4.24803011e-07
  -6.11000000e-02   -6.16414445e-01    1.04676751e-06   -4.24101973e-07
  -6.10000000e-02   -6.16414445e-01    1.04661178e-06   -4.23400940e-07
  -6.09000000e-02   -6.16414444e-01    1.04645626e-06   -4.22699913e-07
  -6.08000000e-02   -6.16414444e-01    1.04630094e-06   -4.21998891e-07
  -6.07000000e-02   -6.16414444e-01    1.04614584e-06   -4.21297876e-07
  -6.06000000e-02   -6.16414444e-01    1.04599094e-06   -4.20596867e-07
  -6.05000000e-02   -6.16414444e-01    1.04583625e-06   -4.19895865e-07
  -6.04000000e-02   -6.16414444e-01    1.04568177e-06   -4.19194869e-07
  -6.03000000e-02   -6.16414444e-01    1.04552749e-06   -4.18493880e-07
  -6.02000000e-02   -6.16414444e-01    1.04537343e-06   -4.17792898e-07
  -6.01000000e-02   -6.16414444e-01    1.04521958e-06   -4.17091923e-07
  -6.00000000e-02   -6.16414444e-01    1.04506593e-06   -4.16390956e-07
  -5.99000000e-02   -6.16414443e-01    1.04491250e-06   -4.15689996e-07
  -5.98000000e-02   -6.16414443e-01    1.04475927e-06   -4.14989044e-07
  -5.97000000e-02   -6.16414443e-01    1.04460626e-06   -4.14288100e-07
  -5.96000000e-02   -6.16414443e-01    1.04445345e-06   -4.13587164e-07
  -5.95000000e-02   -6.16414443e-01    1.04430086e-06   -4.12886237e-07
  -5.94000000e-02   -6.16414443e-01    1.04414847e-06   -4.12185318e-07
  -5.93000000e-02   -6.16414443e-01    1.04399630e-06   -4.11484407e-07
  -5.92000000e-02   -6.16414443e-01    1.04384434e-06   -4.10783505e-07
  -5.91000000e-02   -6.16414443e-01    1.04369259e-06   -4.10082613e-07
  -5.90000000e-02   -6.16414443e-01    1.04354105e-06   -4.09381729e-07
  -5.89000000e-02   -6.16414442e-01    1.04338972e-06   -4.08680855e-07
  -5.88000000e-02   -6.16414442e-01    1.04323860e-06   -4.07979990e-07
  -5.87000000e-02   -6.16414442e-01    1.04308770e-06   -4.07279136e-07
  -5.86000000e-02   -6.16414442e-01    1.04293700e-06   -4.06578290e-07
  -5.85000000e-02   -6.16414442e-01    1.04278652e-06   -4.05877455e-07
  -5.84000000e-02   -6.16414442e-01    1.04263626e-06   -4.05176631e-07
  -5.83000000e-02   -6.16414442e-01    1.04248620e-06   -4.04475816e-07
  -5.82000000e-02   -6.16414442e-01    1.04233636e-06   -4.03775012e-07
  -5.81000000e-02   -6.16414442e-01    1.04218673e-06   -4.03074219e-07
  -5.80000000e-02   -6.16414442e-01    1.04203731e-06   -4.02373437e-07
  -5.79000000e-02   -6.16414441e-01    1.04188811e-06   -4.01672666e-07
  -5.78000000e-02   -6.16414441e-01    1.04173912e-06   -4.00971906e-07
  -5.77000000e-02   -6.16414441e-01    1.04159034e-06   -4.00271157e-07
  -5.76000000e-02   -6.16414441e-01    1.04144178e-06   -3.99570420e-07
  -5.75000000e-02   -6.16414441e-01    1.04129343e-06   -3.98869694e-07
  -5.74000000e-02   -6.16414441e-01    1.04114530e-06   -3.98168981e-07
  -5.73000000e-02   -6.16414441e-01    1.04099738e-06   -3.97468279e-07
  -5.72000000e-02   -6.16414441e-01    1.04084967e-06   -3.96767590e-07
  -5.71000000e-02   -6.16414441e-01    1.04070218e-06   -3.96066913e-07
  -5.70000000e-02   -6.16414441e-01    1.04055491e-06   -3.95366249e-07
  -5.69000000e-02   -6.16414440e-01    1.04040785e-06   -3.94665597e-07
  -5.68000000e-02   -6.16414440e-01    1.04026101e-06   -3.93964958e-07
  -5.67000000e-02   -6.16414440e-01    1.04011438e-06   -3.93264332e-07
  -5.66000000e-02   -6.16414440e-01    1.03996796e-06   -3.92563719e-07
  -5.65000000e-02   -6.16414440e-01    1.03982177e-06   -3.91863120e-07
  -5.64000000e-02   -6.16414440e-01    1.03967578e-06   -3.91162534e-07
  -5.63000000e-02   -6.16414440e-01    1.03953002e-06   -3.90461961e-07
  -5.62000000e-02   -6.16414440e-01    1.03938447e-06   -3.89761403e-07
  -5.61000000e-02   -6.16414440e-01    1.03923914e-06   -3.89060858e-07
  -5.60000000e-02   -6.16414440e-01    1.03909402e-06   -3.88360327e-07
  -5.59000000e-02   -6.16414439e-01    1.03894913e-06   -3.87659811e-07
  -5.58000000e-02   -6.16414439e-01    1.03880444e-06   -3.86959309e-07
  -5.57000000e-02   -6.16414439e-01    1.03865998e-06   -3.86258822e-07
  -5.56000000e-02   -6.16414439e-01    1.03851573e-06   -3.85558349e-07
  -5.55000000e-02   -6.16414439e-01    1.03837170e-06   -3.84857891e-07
  -5.54000000e-02   -6.16414439e-01    1.03822789e-06   -3.84157448e-07
  -5.53000000e-02   -6.16414439e-01    1.03808430e-06   -3.83457020e-07
  -5.52000000e-02   -6.16414439e-01    1.03794093e-06   -3.82756607e-07
  -5.51000000e-02   -6.16414439e-01    1.03779777e-06   -3.82056210e-07
  -5.50000000e-02   -6.16414439e-01    1.03765483e-06   -3.81355829e-07
  -5.49000000e-02   -6.16414438e-01    1.03751211e-06   -3.80655463e-07
  -5.48000000e-02   -6.16414438e-01    1.03736961e-06   -3.79955113e-07
  -5.47000000e-02   -6.16414438e-01    1.03722733e-06   -3.79254779e-07
  -5.46000000e-02   -6.16414438e-01    1.03708527e-06   -3.78554461e-07
  -5.45000000e-02   -6.16414438e-01    1.03694342e-06   -3.77854159e-07
  -5.44000000e-02   -6.16414438e-01    1.03680180e-06   -3.77153874e-07
  -5.43000000e-02   -6.16414438e-01    1.03666040e-06   -3.76453606e-07
  -5.42000000e-02   -6.16414438e-01    1.03651921e-06   -3.75753354e-07
  -5.41000000e-02   -6.16414438e-01    1.03637825e-06   -3.75053119e-07
  -5.40000000e-02   -6.16414438e-01    1.03623750e-06   -3.74352901e-07
  -5.39000000e-02   -6.16414437e-01    1.03609698e-06   -3.73652700e-07
  -5.38000000e-02   -6.16414437e-01    1.03595668e-06   -3.72952516e-07
  -5.37000000e-02   -6.16414437e-01    1.03581660e-06   -3.72252350e-07
  -5.36000000e-02   -6.16414437e-01    1.03567673e-06   -3.71552201e-07
  -5.35000000e-02   -6.16414437e-01    1.03553709e-06   -3.70852070e-07
  -5.34000000e-02   -6.16414437e-01    1.03539767e-06   -3.70151957e-07
  -5.33000000e-02   -6.16414437e-01    1.03525848e-06   -3.69451862e-07
  -5.32000000e-02   -6.16414437e-01    1.03511950e-06   -3.68751785e-07
  -5.31000000e-02   -6.16414437e-01    1.03498075e-06   -3.68051726e-07
  -5.30000000e-02   -6.16414437e-01    1.03484221e-06   -3.67351685e-07
  -5.29000000e-02   -6.16414436e-01    1.03470390e-06   -3.66651663e-07
  -5.28000000e-02   -6.16414436e-01    1.03456581e-06   -3.65951660e-07
  -5.27000000e-02   -6.16414436e-01    1.03442795e-06   -3.65251675e-07
  -5.26000000e-02   -6.16414436e-01    1.03429031e-06   -3.64551709e-07
  -5.25000000e-02   -6.16414436e-01    1.03415288e-06   -3.63851762e-07
  -5.24000000e-02   -6.16414436e-01    1.03401569e-06   -3.63151835e-07
  -5.23000000e-02   -6.16414436e-01    1.03387871e-06   -3.62451926e-07
  -5.22000000e-02   -6.16414436e-01    1.03374196e-06   -3.61752037e-07
  -5.21000000e-02   -6.16414436e-01    1.03360543e-06   -3.61052167e-07
  -5.20000000e-02   -6.16414436e-01    1.03346913e-06   -3.60352317e-07
  -5.19000000e-02   -6.16414436e-01    1.03333305e-06   -3.59652487e-07
  -5.18000000e-02   -6.16414435e-01    1.03319719e-06   -3.58952677e-07
  -5.17000000e-02   -6.16414435e-01    1.03306156e-06   -3.58252886e-07
  -5.16000000e-02   -6.16414435e-01    1.03292615e-06   -3.57553116e-07
  -5.15000000e-02   -6.16414435e-01    1.03279096e-06   -3.56853366e-07
  -5.14000000e-02   -6.16414435e-01    1.03265600e-06   -3.56153637e-07
  -5.13000000e-02   -6.16414435e-01    1.03252127e-06   -3.55453928e-07
  -5.12000000e-02   -6.16414435e-01    1.03238676e-06   -3.54754239e-07
  -5.11000000e-02   -6.16414435e-01    1.03225247e-06   -3.54054571e-07
  -5.10000000e-02   -6.16414435e-01    1.03211841e-06   -3.53354925e-07
  -5.09000000e-02   -6.16414435e-01    1.03198457e-06   -3.52655299e-07
  -5.08000000e-02   -6.16414434e-01    1.03185096e-06   -3.51955694e-07
  -5.07000000e-02   -6.16414434e-01    1.03171758e-06   -3.51256110e-07
  -5.06000000e-02   -6.16414434e-01    1.03158442e-06   -3.50556548e-07
  -5.05000000e-02   -6.16414434e-01    1.03145149e-06   -3.49857007e-07
  -5.04000000e-02   -6.16414434e-01    1.03131878e-06   -3.49157488e-07
  -5.03000000e-02   -6.16414434e-01    1.03118630e-06   -3.48457991e-07
  -5.02000000e-02   -6.16414434e-01    1.03105405e-06   -3.47758515e-07
  -5.01000000e-02   -6.16414434e-01    1.03092202e-06   -3.47059061e-07
  -5.00000000e-02   -6.16414434e-01    1.03079022e-06   -3.46359629e-07
  -4.99000000e-02   -6.16414434e-01    1.03065865e-06   -3.45660219e-07
  -4.98000000e-02   -6.16414433e-01    1.03052730e-06   -3.44960832e-07
  -4.97000000e-02   -6.16414433e-01    1.03039618e-06   -3.44261467e-07
  -4.96000000e-02   -6.16414433e-01    1.03026529e-06   -3.43562124e-07
  -4.95000000e-02   -6.16414433e-01    1.03013462e-06   -3.42862804e-07
  -4.94000000e-02   -6.16414433e-01    1.03000418e-06   -3.42163506e-07
  -4.93000000e-02   -6.16414433e-01    1.02987398e-06   -3.41464232e-07
  -4.92000000e-02   -6.16414433e-01    1.02974399e-06   -3.40764980e-07
  -4.91000000e-02   -6.16414433e-01    1.02961424e-06   -3.40065751e-07
  -4.90000000e-02   -6.16414433e-01    1.02948472e-06   -3.39366546e-07
  -4.89000000e-02   -6.16414433e-01    1.02935542e-06   -3.38667363e-07
  -4.88000000e-02   -6.16414432e-01    1.02922635e-06   -3.37968204e-07
  -4.87000000e-02   -6.16414432e-01    1.02909751e-06   -3.37269069e-07
  -4.86000000e-02   -6.16414432e-01    1.02896890e-06   -3.36569957e-07
  -4.85000000e-02   -6.16414432e-01    1.02884052e-06   -3.35870868e-07
  -4.84000000e-02   -6.16414432e-01    1.02871237e-06   -3.35171804e-07
  -4.83000000e-02   -6.16414432e-01    1.02858445e-06   -3.34472763e-07
  -4.82000000e-02   -6.16414432e-01    1.02845675e-06   -3.33773746e-07
  -4.81000000e-02   -6.16414432e-01    1.02832929e-06   -3.33074753e-07
  -4.80000000e-02   -6.16414432e-01    1.02820205e-06   -3.32375784e-07
  -4.79000000e-02   -6.16414432e-01    1.02807505e-06   -3.31676840e-07
  -4.78000000e-02   -6.16414431e-01    1.02794828e-06   -3.30977920e-07
  -4.77000000e-02   -6.16414431e-01    1.02782173e-06   -3.30279024e-07
  -4.76000000e-02   -6.16414431e-01    1.02769542e-06   -3.29580153e-07
  -4.75000000e-02   -6.16414431e-01    1.02756934e-06   -3.28881306e-07
  -4.74000000e-02   -6.16414431e-01    1.02744349e-06   -3.28182485e-07
  -4.73000000e-02   -6.16414431e-01    1.02731786e-06   -3.27483688e-07
  -4.72000000e-02   -6.16414431e-01    1.02719247e-06   -3.26784916e-07
  -4.71000000e-02   -6.16414431e-01    1.02706732e-06   -3.26086169e-07
  -4.70000000e-02   -6.16414431e-01    1.02694239e-06   -3.25387447e-07
  -4.69000000e-02   -6.16414431e-01    1.02681769e-06   -3.24688750e-07
  -4.68000000e-02   -6.16414431e-01    1.02669323e-06   -3.23990079e-07
  -4.67000000e-02   -6.16414430e-01    1.02656900e-06   -3.23291433e-07
  -4.66000000e-02   -6.16414430e-01    1.02644499e-06   -3.22592813e-07
  -4.65000000e-02   -6.16414430e-01    1.02632123e-06   -3.21894218e-07
  -4.64000000e-02   -6.16414430e-01    1.02619769e-06   -3.21195649e-07
  -4.63000000e-02   -6.16414430e-01    1.02607439e-06   -3.20497106e-07
  -4.62000000e-02   -6.16414430e-01    1.02595131e-06   -3.19798588e-07
  -4.61000000e-02   -6.16414430e-01    1.02582847e-06   -3.19100097e-07
  -4.60000000e-02   -6.16414430e-01    1.02570587e-06   -3.18401632e-07
  -4.59000000e-02   -6.16414430e-01    1.02558349e-06   -3.17703192e-07
  -4.58000000e-02   -6.16414430e-01    1.02546135e-06   -3.17004779e-07
  -4.57000000e-02   -6.16414429e-01    1.02533945e-06   -3.16306393e-07
  -4.56000000e-02   -6.16414429e-01    1.02521777e-06   -3.15608032e-07
  -4.55000000e-02   -6.16414429e-01    1.02509633e-06   -3.14909698e-07
  -4.54000000e-02   -6.16414429e-01    1.02497513e-06   -3.14211391e-07
  -4.53000000e-02   -6.16414429e-01    1.02485416e-06   -3.13513110e-07
  -4.52000000e-02   -6.16414429e-01    1.02473342e-06   -3.12814856e-07
  -4.51000000e-02   -6.16414429e-01    1.02461291e-06   -3.12116629e-07
  -4.50000000e-02   -6.16414429e-01    1.02449264e-06   -3.11418429e-07
  -4.49000000e-02   -6.16414429e-01    1.02437261e-06   -3.10720256e-07
  -4.48000000e-02   -6.16414429e-01    1.02425281e-06   -3.10022110e-07
  -4.47000000e-02   -6.16414428e-01    1.02413324e-06   -3.09323991e-07
  -4.46000000e-02   -6.16414428e-01    1.02401391e-06   -3.08625899e-07
  -4.45000000e-02   -6.16414428e-01    1.02389481e-06   -3.07927835e-07
  -4.44000000e-02   -6.16414428e-01    1.02377595e-06   -3.07229798e-07
  -4.43000000e-02   -6.16414428e-01    1.02365732e-06   -3.06531789e-07
  -4.42000000e-02   -6.16414428e-01    1.02353893e-06   -3.05833807e-07
  -4.41000000e-02   -6.16414428e-01    1.02342078e-06   -3.05135852e-07
  -4.40000000e-02   -6.16414428e-01    1.02330286e-06   -3.04437926e-07
  -4.39000000e-02   -6.16414428e-01    1.02318518e-06   -3.03740027e-07
  -4.38000000e-02   -6.16414428e-01    1.02306773e-06   -3.03042156e-07
  -4.37000000e-02   -6.16414428e-01    1.02295052e-06   -3.02344313e-07
  -4.36000000e-02   -6.16414427e-01    1.02283354e-06   -3.01646498e-07
  -4.35000000e-02   -6.16414427e-01    1.02271680e-06   -3.00948711e-07
  -4.34000000e-02   -6.16414427e-01    1.02260030e-06   -3.00250953e-07
  -4.33000000e-02   -6.16414427e-01    1.02248404e-06   -2.99553222e-07
  -4.32000000e-02   -6.16414427e-01    1.02236801e-06   -2.98855520e-07
  -4.31000000e-02   -6.16414427e-01    1.02225222e-06   -2.98157847e-07
  -4.30000000e-02   -6.16414427e-01    1.02213667e-06   -2.97460201e-07
  -4.29000000e-02   -6.16414427e-01    1.02202135e-06   -2.96762585e-07
  -4.28000000e-02   -6.16414427e-01    1.02190627e-06   -2.96064997e-07
  -4.27000000e-02   -6.16414427e-01    1.02179143e-06   -2.95367438e-07
  -4.26000000e-02   -6.16414426e-01    1.02167682e-06   -2.94669907e-07
  -4.25000000e-02   -6.16414426e-01    1.02156246e-06   -2.93972405e-07
  -4.24000000e-02   -6.16414426e-01    1.02144833e-06   -2.93274932e-07
  -4.23000000e-02   -6.16414426e-01    1.02133444e-06   -2.92577489e-07
  -4.22000000e-02   -6.16414426e-01    1.02122079e-06   -2.91880074e-07
  -4.21000000e-02   -6.16414426e-01    1.02110738e-06   -2.91182688e-07
  -4.20000000e-02   -6.16414426e-01    1.02099420e-06   -2.90485332e-07
  -4.19000000e-02   -6.16414426e-01    1.02088127e-06   -2.89788004e-07
  -4.18000000e-02   -6.16414426e-01    1.02076857e-06   -2.89090706e-07
  -4.17000000e-02   -6.16414426e-01    1.02065612e-06   -2.88393438e-07
  -4.16000000e-02   -6.16414425e-01    1.02054390e-06   -2.87696199e-07
  -4.15000000e-02   -6.16414425e-01    1.02043192e-06   -2.86998989e-07
  -4.14000000e-02   -6.16414425e-01    1.02032018e-06   -2.86301809e-07
  -4.13000000e-02   -6.16414425e-01    1.02020868e-06   -2.85604659e-07
  -4.12000000e-02   -6.16414425e-01    1.02009742e-06   -2.84907538e-07
  -4.11000000e-02   -6.16414425e-01    1.01998640e-06   -2.84210447e-07
  -4.10000000e-02   -6.16414425e-01    1.01987562e-06   -2.83513386e-07
  -4.09000000e-02   -6.16414425e-01    1.01976508e-06   -2.82816355e-07
  -4.08000000e-02   -6.16414425e-01    1.01965478e-06   -2.82119354e-07
  -4.07000000e-02   -6.16414425e-01    1.01954473e-06   -2.81422383e-07
  -4.06000000e-02   -6.16414424e-01    1.01943491e-06   -2.80725442e-07
  -4.05000000e-02   -6.16414424e-01    1.01932533e-06   -2.80028531e-07
  -4.04000000e-02   -6.16414424e-01    1.01921600e-06   -2.79331650e-07
  -4.03000000e-02   -6.16414424e-01    1.01910690e-06   -2.78634800e-07
  -4.02000000e-02   -6.16414424e-01    1.01899805e-06   -2.77937980e-07
  -4.01000000e-02   -6.16414424e-01    1.01888944e-06   -2.77241190e-07
  -4.00000000e-02   -6.16414424e-01    1.01878107e-06   -2.76544431e-07
  -3.99000000e-02   -6.16414424e-01    1.01867294e-06   -2.75847702e-07
  -3.98000000e-02   -6.16414424e-01    1.01856505e-06   -2.75151004e-07
  -3.97000000e-02   -6.16414424e-01    1.01845741e-06   -2.74454336e-07
  -3.96000000e-02   -6.16414424e-01    1.01835000e-06   -2.73757700e-07
  -3.95000000e-02   -6.16414423e-01    1.01824284e-06   -2.73061093e-07
  -3.94000000e-02   -6.16414423e-01    1.01813592e-06   -2.72364518e-07
  -3.93000000e-02   -6.16414423e-01    1.01802925e-06   -2.71667974e-07
  -3.92000000e-02   -6.16414423e-01    1.01792282e-06   -2.70971460e-07
  -3.91000000e-02   -6.16414423e-01    1.01781663e-06   -2.70274977e-07
  -3.90000000e-02   -6.16414423e-01    1.01771068e-06   -2.69578526e-07
  -3.89000000e-02   -6.16414423e-01    1.01760498e-06   -2.68882105e-07
  -3.88000000e-02   -6.16414423e-01    1.01749952e-06   -2.68185716e-07
  -3.87000000e-02   -6.16414423e-01    1.01739430e-06   -2.67489358e-07
  -3.86000000e-02   -6.16414423e-01    1.01728933e-06   -2.66793031e-07
  -3.85000000e-02   -6.16414422e-01    1.01718460e-06   -2.66096735e-07
  -3.84000000e-02   -6.16414422e-01    1.01708011e-06   -2.65400471e-07
  -3.83000000e-02   -6.16414422e-01    1.01697587e-06   -2.64704238e-07
  -3.82000000e-02   -6.16414422e-01    1.01687187e-06   -2.64008036e-07
  -3.81000000e-02   -6.16414422e-01    1.01676812e-06   -2.63311866e-07
  -3.80000000e-02   -6.16414422e-01    1.01666461e-06   -2.62615728e-07
  -3.79000000e-02   -6.16414422e-01    1.01656135e-06   -2.61919621e-07
  -3.78000000e-02   -6.16414422e-01    1.01645833e-06   -2.61223546e-07
  -3.77000000e-02   -6.16414422e-01    1.01635556e-06   -2.60527502e-07
  -3.76000000e-02   -6.16414422e-01    1.01625303e-06   -2.59831490e-07
  -3.75000000e-02   -6.16414422e-01    1.01615075e-06   -2.59135510e-07
  -3.74000000e-02   -6.16414421e-01    1.01604871e-06   -2.58439562e-07
  -3.73000000e-02   -6.16414421e-01    1.01594692e-06   -2.57743646e-07
  -3.72000000e-02   -6.16414421e-01    1.01584537e-06   -2.57047761e-07
  -3.71000000e-02   -6.16414421e-01    1.01574407e-06   -2.56351909e-07
  -3.70000000e-02   -6.16414421e-01    1.01564302e-06   -2.55656089e-07
  -3.69000000e-02   -6.16414421e-01    1.01554221e-06   -2.54960301e-07
  -3.68000000e-02   -6.16414421e-01    1.01544165e-06   -2.54264544e-07
  -3.67000000e-02   -6.16414421e-01    1.01534133e-06   -2.53568820e-07
  -3.66000000e-02   -6.16414421e-01    1.01524126e-06   -2.52873129e-07
  -3.65000000e-02   -6.16414421e-01    1.01514144e-06   -2.52177469e-07
  -3.64000000e-02   -6.16414420e-01    1.01504187e-06   -2.51481842e-07
  -3.63000000e-02   -6.16414420e-01    1.01494254e-06   -2.50786247e-07
  -3.62000000e-02   -6.16414420e-01    1.01484346e-06   -2.50090685e-07
  -3.61000000e-02   -6.16414420e-01    1.01474463e-06   -2.49395155e-07
  -3.60000000e-02   -6.16414420e-01    1.01464604e-06   -2.48699658e-07
  -3.59000000e-02   -6.16414420e-01    1.01454771e-06   -2.48004193e-07
  -3.58000000e-02   -6.16414420e-01    1.01444962e-06   -2.47308760e-07
  -3.57000000e-02   -6.16414420e-01    1.01435178e-06   -2.46613361e-07
  -3.56000000e-02   -6.16414420e-01    1.01425419e-06   -2.45917993e-07
  -3.55000000e-02   -6.16414420e-01    1.01415684e-06   -2.45222659e-07
  -3.54000000e-02   -6.16414419e-01    1.01405975e-06   -2.44527357e-07
  -3.53000000e-02   -6.16414419e-01    1.01396290e-06   -2.43832089e-07
  -3.52000000e-02   -6.16414419e-01    1.01386630e-06   -2.43136853e-07
  -3.51000000e-02   -6.16414419e-01    1.01376996e-06   -2.42441649e-07
  -3.50000000e-02   -6.16414419e-01    1.01367386e-06   -2.41746479e-07
  -3.49000000e-02   -6.16414419e-01    1.01357801e-06   -2.41051342e-07
  -3.48000000e-02   -6.16414419e-01    1.01348241e-06   -2.40356238e-07
  -3.47000000e-02   -6.16414419e-01    1.01338706e-06   -2.39661167e-07
  -3.46000000e-02   -6.16414419e-01    1.01329196e-06   -2.38966128e-07
  -3.45000000e-02   -6.16414419e-01    1.01319711e-06   -2.38271123e-07
  -3.44000000e-02   -6.16414419e-01    1.01310251e-06   -2.37576152e-07
  -3.43000000e-02   -6.16414418e-01    1.01300817e-06   -2.36881213e-07
  -3.42000000e-02   -6.16414418e-01    1.01291407e-06   -2.36186307e-07
  -3.41000000e-02   -6.16414418e-01    1.01282022e-06   -2.35491435e-07
  -3.40000000e-02   -6.16414418e-01    1.01272663e-06   -2.34796596e-07
  -3.39000000e-02   -6.16414418e-01    1.01263328e-06   -2.34101791e-07
  -3.38000000e-02   -6.16414418e-01    1.01254019e-06   -2.33407019e-07
  -3.37000000e-02   -6.16414418e-01    1.01244735e-06   -2.32712280e-07
  -3.36000000e-02   -6.16414418e-01    1.01235476e-06   -2.32017575e-07
  -3.35000000e-02   -6.16414418e-01    1.01226242e-06   -2.31322903e-07
  -3.34000000e-02   -6.16414418e-01    1.01217034e-06   -2.30628265e-07
  -3.33000000e-02   -6.16414417e-01    1.01207851e-06   -2.29933661e-07
  -3.32000000e-02   -6.16414417e-01    1.01198693e-06   -2.29239090e-07
  -3.31000000e-02   -6.16414417e-01    1.01189560e-06   -2.28544553e-07
  -3.30000000e-02   -6.16414417e-01    1.01180453e-06   -2.27850049e-07
  -3.29000000e-02   -6.16414417e-01    1.01171371e-06   -2.27155579e-07
  -3.28000000e-02   -6.16414417e-01    1.01162314e-06   -2.26461143e-07
  -3.27000000e-02   -6.16414417e-01    1.01153283e-06   -2.25766741e-07
  -3.26000000e-02   -6.16414417e-01    1.01144277e-06   -2.25072373e-07
  -3.25000000e-02   -6.16414417e-01    1.01135296e-06   -2.24378038e-07
  -3.24000000e-02   -6.16414417e-01    1.01126341e-06   -2.23683738e-07
  -3.23000000e-02   -6.16414417e-01    1.01117411e-06   -2.22989471e-07
  -3.22000000e-02   -6.16414416e-01    1.01108507e-06   -2.22295239e-07
  -3.21000000e-02   -6.16414416e-01    1.01099628e-06   -2.21601040e-07
  -3.20000000e-02   -6.16414416e-01    1.01090775e-06   -2.20906876e-07
  -3.19000000e-02   -6.16414416e-01    1.01081947e-06   -2.20212745e-07
  -3.18000000e-02   -6.16414416e-01    1.01073145e-06   -2.19518649e-07
  -3.17000000e-02   -6.16414416e-01    1.01064369e-06   -2.18824587e-07
  -3.16000000e-02   -6.16414416e-01    1.01055618e-06   -2.18130559e-07
  -3.15000000e-02   -6.16414416e-01    1.01046892e-06   -2.17436566e-07
