      V(1)              I(D1)      
   0.00000000e+00    0.00000000e+00
   1.00000000e-02    1.48188999e-13
   2.00000000e-02    3.37096262e-13
   3.00000000e-02    5.78719685e-13
   4.00000000e-02    8.88592417e-13
   5.00000000e-02    1.28682455e-12
   6.00000000e-02    1.79945175e-12
   7.00000000e-02    2.46018123e-12
   8.00000000e-02    3.31265228e-12
   9.00000000e-02    4.41336276e-12
   1.00000000e-01    5.83545801e-12
   1.10000000e-01    7.67363607e-12
   1.20000000e-01    1.00504984e-11
   1.30000000e-01    1.31247717e-11
   1.40000000e-01    1.71019525e-11
   1.50000000e-01    2.22480884e-11
   1.60000000e-01    2.89076192e-11
   1.70000000e-01    3.75264765e-11
   1.80000000e-01    4.86819881e-11
   1.90000000e-01    6.31215953e-11
   2.00000000e-01    8.18129779e-11
   2.10000000e-01    1.06008948e-10
   2.20000000e-01    1.37331468e-10
   2.30000000e-01    1.77880420e-10
   2.40000000e-01    2.30374432e-10
   2.50000000e-01    2.98333190e-10
   2.60000000e-01    3.86313481e-10
   2.70000000e-01    5.00214775e-10
   2.80000000e-01    6.47674861e-10
   2.90000000e-01    8.38582050e-10
   3.00000000e-01    1.08573831e-09
   3.10000000e-01    1.40571777e-09
   3.20000000e-01    1.81997827e-09
   3.30000000e-01    2.35630031e-09
   3.40000000e-01    3.05065008e-09
   3.50000000e-01    3.94959147e-09
   3.60000000e-01    5.11340870e-09
   3.70000000e-01    6.62014910e-09
   3.80000000e-01    8.57085717e-09
   3.90000000e-01    1.10963508e-08
   4.00000000e-01    1.43659942e-08
   4.10000000e-01    1.85990557e-08
   4.20000000e-01    2.40794128e-08
   4.30000000e-01    3.11745889e-08
   4.40000000e-01    4.03604006e-08
   4.50000000e-01    5.22528670e-08
   4.60000000e-01    6.76495212e-08
   4.70000000e-01    8.75828941e-08
   4.80000000e-01    1.13389759e-07
   4.90000000e-01    1.46800777e-07
   5.00000000e-01    1.90056560e-07
   5.10000000e-01    2.46057931e-07
   5.20000000e-01    3.18560458e-07
   5.30000000e-01    4.12426312e-07
   5.40000000e-01    5.33950331e-07
   5.50000000e-01    6.91282171e-07
   5.60000000e-01    8.94972831e-07
   5.70000000e-01    1.15868223e-06
   5.80000000e-01    1.50009528e-06
   5.90000000e-01    1.94210784e-06
   6.00000000e-01    2.51436220e-06
   6.10000000e-01    3.25523493e-06
   6.20000000e-01    4.21441051e-06
   6.30000000e-01    5.45621325e-06
   6.40000000e-01    7.06392103e-06
   6.50000000e-01    9.14535011e-06
   6.60000000e-01    1.18400854e-05
   6.70000000e-01    1.53288416e-05
   6.80000000e-01    1.98455820e-05
   6.90000000e-01    2.56932084e-05
   7.00000000e-01    3.32638751e-05
   7.10000000e-01    4.30652867e-05
   7.20000000e-01    5.57547464e-05
   7.30000000e-01    7.21832359e-05
   7.40000000e-01    9.34524838e-05
   7.50000000e-01    1.20988851e-04
   7.60000000e-01    1.56638982e-04
   7.70000000e-01    2.02793651e-04
   7.80000000e-01    2.62548086e-04
   7.90000000e-01    3.39909544e-04
   8.00000000e-01    4.40066046e-04
   8.10000000e-01    5.69734296e-04
   8.20000000e-01    7.37610119e-04
   8.30000000e-01    9.54951616e-04
   8.40000000e-01    1.23633416e-03
   8.50000000e-01    1.60062786e-03
   8.60000000e-01    2.07226301e-03
   8.70000000e-01    2.68286844e-03
   8.80000000e-01    3.47339264e-03
   8.90000000e-01    4.49684980e-03
   9.00000000e-01    5.82187509e-03
   9.10000000e-01    7.53732750e-03
   9.20000000e-01    9.75824883e-03
   9.30000000e-01    1.26335787e-02
   9.40000000e-01    1.63561428e-02
   9.50000000e-01    2.11755839e-02
   9.60000000e-01    2.74151040e-02
   9.70000000e-01    3.54931381e-02
   9.80000000e-01    4.59514163e-02
   9.90000000e-01    5.94912924e-02
   1.00000000e+00    7.70207789e-02
End of Xyce(TM) Simulation
