      V(1)              I(D1)      
   0.00000000e+00    0.00000000e+00
   1.00000000e-02    3.39543015e-14
   2.00000000e-02    7.67688307e-14
   3.00000000e-02    1.31720812e-13
   4.00000000e-02    2.03299653e-13
   5.00000000e-02    2.97655301e-13
   6.00000000e-02    4.23212455e-13
   7.00000000e-02    5.91511939e-13
   8.00000000e-02    8.18363306e-13
   9.00000000e-02    1.12542375e-12
   1.00000000e-01    1.54236105e-12
   1.10000000e-01    2.10981649e-12
   1.20000000e-01    2.88346379e-12
   1.30000000e-01    3.93956929e-12
   1.40000000e-01    5.38260876e-12
   1.50000000e-01    7.35570149e-12
   1.60000000e-01    1.00549038e-11
   1.70000000e-01    1.37487895e-11
   1.80000000e-01    1.88052724e-11
   1.90000000e-01    2.57283507e-11
   2.00000000e-01    3.52084414e-11
   2.10000000e-01    4.81913334e-11
   2.20000000e-01    6.59726444e-11
   2.30000000e-01    9.03272157e-11
   2.40000000e-01    1.23686368e-10
   2.50000000e-01    1.69380719e-10
   2.60000000e-01    2.31972818e-10
   2.70000000e-01    3.17712811e-10
   2.80000000e-01    4.35162652e-10
   2.90000000e-01    5.96051193e-10
   3.00000000e-01    8.16445560e-10
   3.10000000e-01    1.11835579e-09
   3.20000000e-01    1.53193302e-09
   3.30000000e-01    2.09848067e-09
   3.40000000e-01    2.87457951e-09
   3.50000000e-01    3.93773844e-09
   3.60000000e-01    5.39413536e-09
   3.70000000e-01    7.38922132e-09
   3.80000000e-01    1.01222469e-08
   3.90000000e-01    1.38661614e-08
   4.00000000e-01    1.89948729e-08
   4.10000000e-01    2.60205909e-08
   4.20000000e-01    3.56449808e-08
   4.30000000e-01    4.88292406e-08
   4.40000000e-01    6.68900965e-08
   4.50000000e-01    9.16313059e-08
   4.60000000e-01    1.25523801e-07
   4.70000000e-01    1.71952464e-07
   4.80000000e-01    2.35554177e-07
   4.90000000e-01    3.22680916e-07
   5.00000000e-01    4.42034128e-07
   5.10000000e-01    6.05533754e-07
   5.20000000e-01    8.29508691e-07
   5.30000000e-01    1.13632757e-06
   5.40000000e-01    1.55663275e-06
   5.50000000e-01    2.13240059e-06
   5.60000000e-01    2.92113369e-06
   5.70000000e-01    4.00160373e-06
   5.80000000e-01    5.48171850e-06
   5.90000000e-01    7.50929877e-06
   6.00000000e-01    1.02868413e-05
   6.10000000e-01    1.40917425e-05
   6.20000000e-01    1.93040023e-05
   6.30000000e-01    2.64441749e-05
   6.40000000e-01    3.62253578e-05
   6.50000000e-01    4.96244088e-05
   6.60000000e-01    6.79795068e-05
   6.70000000e-01    9.31237964e-05
   6.80000000e-01    1.27568467e-04
   6.90000000e-01    1.74753547e-04
   7.00000000e-01    2.39391466e-04
   7.10000000e-01    3.27937687e-04
   7.20000000e-01    4.49235422e-04
   7.30000000e-01    6.15398818e-04
   7.40000000e-01    8.43022803e-04
   7.50000000e-01    1.15484045e-03
   7.60000000e-01    1.58199334e-03
   7.70000000e-01    2.16714173e-03
   7.80000000e-01    2.96872507e-03
   7.90000000e-01    4.06679840e-03
   8.00000000e-01    5.57102758e-03
   8.10000000e-01    7.63164171e-03
   8.20000000e-01    1.04544367e-02
   8.30000000e-01    1.43213284e-02
   8.40000000e-01    1.96185076e-02
   8.50000000e-01    2.68750098e-02
   8.60000000e-01    3.68155502e-02
   8.70000000e-01    5.04329021e-02
   8.80000000e-01    6.90870462e-02
   8.90000000e-01    9.46409932e-02
   9.00000000e-01    1.29646845e-01
   9.10000000e-01    1.77600678e-01
   9.20000000e-01    2.43291694e-01
   9.30000000e-01    3.33280533e-01
   9.40000000e-01    4.56554483e-01
   9.50000000e-01    6.25425056e-01
   9.60000000e-01    8.56757551e-01
   9.70000000e-01    1.17365541e+00
   9.80000000e-01    1.60776759e+00
   9.90000000e-01    2.20244937e+00
   1.00000000e+00    3.01709232e+00
End of Xyce(TM) Simulation
