      V(1)              I(D1)      
   0.00000000e+00    0.00000000e+00
   1.00000000e-02    6.20596739e-14
   2.00000000e-02    1.39061419e-13
   3.00000000e-02    2.35293882e-13
   4.00000000e-02    3.56276627e-13
   5.00000000e-02    5.09113435e-13
   6.00000000e-02    7.02947000e-13
   7.00000000e-02    9.49544135e-13
   8.00000000e-02    1.26404894e-12
   9.00000000e-02    1.66595216e-12
   1.00000000e-01    2.18033871e-12
   1.10000000e-01    2.83949337e-12
   1.20000000e-01    3.68496719e-12
   1.30000000e-01    4.77023716e-12
   1.40000000e-01    6.16412915e-12
   1.50000000e-01    7.95522325e-12
   1.60000000e-01    1.02575237e-11
   1.70000000e-01    1.32177560e-11
   1.80000000e-01    1.70247585e-11
   1.90000000e-01    2.19215697e-11
   2.00000000e-01    2.82209844e-11
   2.10000000e-01    3.63255753e-11
   2.20000000e-01    4.67534607e-11
   2.30000000e-01    6.01714684e-11
   2.40000000e-01    7.74378177e-11
   2.50000000e-01    9.96570525e-11
   2.60000000e-01    1.28250741e-10
   2.70000000e-01    1.65048467e-10
   2.80000000e-01    2.12404938e-10
   2.90000000e-01    2.73350706e-10
   3.00000000e-01    3.51786145e-10
   3.10000000e-01    4.52731110e-10
   3.20000000e-01    5.82646242e-10
   3.30000000e-01    7.49846505e-10
   3.40000000e-01    9.65033408e-10
   3.50000000e-01    1.24197999e-09
   3.60000000e-01    1.59841240e-09
   3.70000000e-01    2.05714451e-09
   3.80000000e-01    2.64753819e-09
   3.90000000e-01    3.40738271e-09
   4.00000000e-01    4.38531353e-09
   4.10000000e-01    5.64392537e-09
   4.20000000e-01    7.26377880e-09
   4.30000000e-01    9.34855670e-09
   4.40000000e-01    1.20317008e-08
   4.50000000e-01    1.54849532e-08
   4.60000000e-01    1.99293488e-08
   4.70000000e-01    2.56493637e-08
   4.80000000e-01    3.30111239e-08
   4.90000000e-01    4.24858400e-08
   5.00000000e-01    5.46799688e-08
   5.10000000e-01    7.03740311e-08
   5.20000000e-01    9.05725713e-08
   5.30000000e-01    1.16568456e-07
   5.40000000e-01    1.50025630e-07
   5.50000000e-01    1.93085616e-07
   5.60000000e-01    2.48504597e-07
   5.70000000e-01    3.19829830e-07
   5.80000000e-01    4.11626695e-07
   5.90000000e-01    5.29770925e-07
   6.00000000e-01    6.81824692e-07
   6.10000000e-01    8.77520646e-07
   6.20000000e-01    1.12938489e-06
   6.30000000e-01    1.45353874e-06
   6.40000000e-01    1.87073063e-06
   6.50000000e-01    2.40766416e-06
   6.60000000e-01    3.09870736e-06
   6.70000000e-01    3.98809250e-06
   6.80000000e-01    5.13274732e-06
   6.90000000e-01    6.60593884e-06
   7.00000000e-01    8.50196308e-06
   7.10000000e-01    1.09421807e-05
   7.20000000e-01    1.40827851e-05
   7.30000000e-01    1.81247999e-05
   7.40000000e-01    2.33269464e-05
   7.50000000e-01    3.00222033e-05
   7.60000000e-01    3.86391206e-05
   7.70000000e-01    4.97292495e-05
   7.80000000e-01    6.40024467e-05
   7.90000000e-01    8.23723107e-05
   8.00000000e-01    1.06014659e-04
   8.10000000e-01    1.36442791e-04
   8.20000000e-01    1.75604349e-04
   8.30000000e-01    2.26005984e-04
   8.40000000e-01    2.90873805e-04
   8.50000000e-01    3.74359867e-04
   8.60000000e-01    4.81807945e-04
   8.70000000e-01    6.20095573e-04
   8.80000000e-01    7.98074259e-04
   8.90000000e-01    1.02713606e-03
   9.00000000e-01    1.32194276e-03
   9.10000000e-01    1.70136433e-03
   9.20000000e-01    2.18968677e-03
   9.30000000e-01    2.81816663e-03
   9.40000000e-01    3.62703162e-03
   9.50000000e-01    4.66805554e-03
   9.60000000e-01    6.00787222e-03
   9.70000000e-01    7.73224062e-03
   9.80000000e-01    9.95153405e-03
   9.90000000e-01    1.28078050e-02
   1.00000000e+00    1.64838775e-02
End of Xyce(TM) Simulation
