      V(1)              I(D1)      
   0.00000000e+00    0.00000000e+00
   1.00000000e-02    5.51788859e-14
   2.00000000e-02    1.24163268e-13
   3.00000000e-02    2.11171748e-13
   4.00000000e-02    3.21712023e-13
   5.00000000e-02    4.62974798e-13
   6.00000000e-02    6.44348075e-13
   7.00000000e-02    8.78088582e-13
   8.00000000e-02    1.18019839e-12
   9.00000000e-02    1.57156937e-12
   1.00000000e-01    2.07947744e-12
   1.10000000e-01    2.73953331e-12
   1.20000000e-01    3.59822940e-12
   1.30000000e-01    4.71626501e-12
   1.40000000e-01    6.17288757e-12
   1.50000000e-01    8.07156047e-12
   1.60000000e-01    1.05473628e-11
   1.70000000e-01    1.37766505e-11
   1.80000000e-01    1.79896690e-11
   1.90000000e-01    2.34870209e-11
   2.00000000e-01    3.06611654e-11
   2.10000000e-01    4.00244866e-11
   2.20000000e-01    5.22459402e-11
   2.30000000e-01    6.81988975e-11
   2.40000000e-01    8.90236092e-11
   2.50000000e-01    1.16208757e-10
   2.60000000e-01    1.51697925e-10
   2.70000000e-01    1.98028608e-10
   2.80000000e-01    2.58513690e-10
   2.90000000e-01    3.37478389e-10
   3.00000000e-01    4.40569597e-10
   3.10000000e-01    5.75159749e-10
   3.20000000e-01    7.50874106e-10
   3.30000000e-01    9.80279160e-10
   3.40000000e-01    1.27978139e-09
   3.50000000e-01    1.67080069e-09
   3.60000000e-01    2.18130229e-09
   3.70000000e-01    2.84779688e-09
   3.80000000e-01    3.71795188e-09
   3.90000000e-01    4.85400064e-09
   4.00000000e-01    6.33719339e-09
   4.10000000e-01    8.27360832e-09
   4.20000000e-01    1.08017384e-08
   4.30000000e-01    1.41023964e-08
   4.40000000e-01    1.84116469e-08
   4.50000000e-01    2.40376895e-08
   4.60000000e-01    3.13829019e-08
   4.70000000e-01    4.09726176e-08
   4.80000000e-01    5.34926988e-08
   4.90000000e-01    6.98385891e-08
   5.00000000e-01    9.11793566e-08
   5.10000000e-01    1.19041306e-07
   5.20000000e-01    1.55417142e-07
   5.30000000e-01    2.02908487e-07
   5.40000000e-01    2.64911953e-07
   5.50000000e-01    3.45862068e-07
   5.60000000e-01    4.51548435e-07
   5.70000000e-01    5.89529813e-07
   5.80000000e-01    7.69674720e-07
   5.90000000e-01    1.00486724e-06
   6.00000000e-01    1.31192848e-06
   6.10000000e-01    1.71281968e-06
   6.20000000e-01    2.23621284e-06
   6.30000000e-01    2.91954137e-06
   6.40000000e-01    3.81167737e-06
   6.50000000e-01    4.97642701e-06
   6.60000000e-01    6.49709393e-06
   6.70000000e-01    8.48243723e-06
   6.80000000e-01    1.10744500e-05
   6.90000000e-01    1.44585146e-05
   7.00000000e-01    1.88766616e-05
   7.10000000e-01    2.46448798e-05
   7.20000000e-01    3.21757159e-05
   7.30000000e-01    4.20077802e-05
   7.40000000e-01    5.48442685e-05
   7.50000000e-01    7.16032548e-05
   7.60000000e-01    9.34833528e-05
   7.70000000e-01    1.22049441e-04
   7.80000000e-01    1.59344586e-04
   7.90000000e-01    2.08036160e-04
   8.00000000e-01    2.71606616e-04
   8.10000000e-01    3.54602555e-04
   8.20000000e-01    4.62959902e-04
   8.30000000e-01    6.04428444e-04
   8.40000000e-01    7.89126105e-04
   8.50000000e-01    1.03026258e-03
   8.60000000e-01    1.34508411e-03
   8.70000000e-01    1.75610694e-03
   8.80000000e-01    2.29272769e-03
   8.90000000e-01    2.99332583e-03
   9.00000000e-01    3.90800859e-03
   9.10000000e-01    5.10219469e-03
   9.20000000e-01    6.66129309e-03
   9.30000000e-01    8.69681154e-03
   9.40000000e-01    1.13543317e-02
   9.50000000e-01    1.48239210e-02
   9.60000000e-01    1.93537269e-02
   9.70000000e-01    2.52677241e-02
   9.80000000e-01    3.29888854e-02
   9.90000000e-01    4.30694334e-02
   1.00000000e+00    5.62303356e-02
End of Xyce(TM) Simulation
