      V(1)              I(D1)      
   0.00000000e+00    0.00000000e+00
   1.00000000e-02    1.53167574e-14
   2.00000000e-02    3.26844373e-14
   3.00000000e-02    5.28941767e-14
   4.00000000e-02    7.70422912e-14
   5.00000000e-02    1.06647997e-13
   6.00000000e-02    1.43816541e-13
   7.00000000e-02    1.91465268e-13
   8.00000000e-02    2.53636872e-13
   9.00000000e-02    3.35933510e-13
   1.00000000e-01    4.46118350e-13
   1.10000000e-01    5.94949178e-13
   1.20000000e-01    7.97333565e-13
   1.30000000e-01    1.07392963e-12
   1.40000000e-01    1.45336429e-12
   1.50000000e-01    1.97530721e-12
   1.60000000e-01    2.69473052e-12
   1.70000000e-01    3.68781164e-12
   1.80000000e-01    5.06011324e-12
   1.90000000e-01    6.95791843e-12
   2.00000000e-01    9.58393855e-12
   2.10000000e-01    1.32190803e-11
   2.20000000e-01    1.82526091e-11
   2.30000000e-01    2.52239484e-11
   2.40000000e-01    3.48806026e-11
   2.50000000e-01    4.82584234e-11
   2.60000000e-01    6.67928394e-11
   2.70000000e-01    9.24729909e-11
   2.80000000e-01    1.28055323e-10
   2.90000000e-01    1.77359571e-10
   3.00000000e-01    2.45678921e-10
   3.10000000e-01    3.40348390e-10
   3.20000000e-01    4.71532452e-10
   3.30000000e-01    6.53316499e-10
   3.40000000e-01    9.05219315e-10
   3.50000000e-01    1.25428900e-09
   3.60000000e-01    1.73800736e-09
   3.70000000e-01    2.40831472e-09
   3.80000000e-01    3.33718718e-09
   3.90000000e-01    4.62436543e-09
   4.00000000e-01    6.40806481e-09
   4.10000000e-01    8.87981679e-09
   4.20000000e-01    1.23050355e-08
   4.30000000e-01    1.70515178e-08
   4.40000000e-01    2.36289369e-08
   4.50000000e-01    3.27435710e-08
   4.60000000e-01    4.53741429e-08
   4.70000000e-01    6.28769145e-08
   4.80000000e-01    8.71313216e-08
   4.90000000e-01    1.20741787e-07
   5.00000000e-01    1.67317380e-07
   5.10000000e-01    2.31859358e-07
   5.20000000e-01    3.21298199e-07
   5.30000000e-01    4.45237789e-07
   5.40000000e-01    6.16986685e-07
   5.50000000e-01    8.54987176e-07
   5.60000000e-01    1.18479561e-06
   5.70000000e-01    1.64182661e-06
   5.80000000e-01    2.27515589e-06
   5.90000000e-01    3.15278995e-06
   6.00000000e-01    4.36896860e-06
   6.10000000e-01    6.05428436e-06
   6.20000000e-01    8.38970540e-06
   6.30000000e-01    1.16260078e-05
   6.40000000e-01    1.61107037e-05
   6.50000000e-01    2.23253571e-05
   6.60000000e-01    3.09372935e-05
   6.70000000e-01    4.28712575e-05
   6.80000000e-01    5.94087108e-05
   6.90000000e-01    8.23254350e-05
   7.00000000e-01    1.14082214e-04
   7.10000000e-01    1.58089071e-04
   7.20000000e-01    2.19071435e-04
   7.30000000e-01    3.03577556e-04
   7.40000000e-01    4.20681649e-04
   7.50000000e-01    5.82958279e-04
   7.60000000e-01    8.07832612e-04
   7.70000000e-01    1.11945152e-03
   7.80000000e-01    1.55127644e-03
   7.90000000e-01    2.14967647e-03
   8.00000000e-01    2.97890745e-03
   8.10000000e-01    4.12801168e-03
   8.20000000e-01    5.72037928e-03
   8.30000000e-01    7.92699770e-03
   8.40000000e-01    1.09848123e-02
   8.50000000e-01    1.52221693e-02
   8.60000000e-01    2.10940735e-02
   8.70000000e-01    2.92310463e-02
   8.80000000e-01    4.05068311e-02
   8.90000000e-01    5.61322145e-02
   9.00000000e-01    7.77850407e-02
   9.10000000e-01    1.07790377e-01
   9.20000000e-01    1.49370178e-01
   9.30000000e-01    2.06989257e-01
   9.40000000e-01    2.86834715e-01
   9.50000000e-01    3.97480310e-01
   9.60000000e-01    5.50807096e-01
   9.70000000e-01    7.63279211e-01
   9.80000000e-01    1.05771178e+00
   9.90000000e-01    1.46572079e+00
   1.00000000e+00    2.03111800e+00
End of Xyce(TM) Simulation
