      V(1)              I(D1)      
   0.00000000e+00    0.00000000e+00
   1.00000000e-02    1.83445006e-14
   2.00000000e-02    3.93473595e-14
   3.00000000e-02    6.38554663e-14
   4.00000000e-02    9.29855089e-14
   5.00000000e-02    1.28209926e-13
   6.00000000e-02    1.71470239e-13
   7.00000000e-02    2.25326492e-13
   8.00000000e-02    2.93154299e-13
   9.00000000e-02    3.79404663e-13
   1.00000000e-01    4.89946569e-13
   1.10000000e-01    6.32518723e-13
   1.20000000e-01    8.17325195e-13
   1.30000000e-01    1.05782083e-12
   1.40000000e-01    1.37174686e-12
   1.50000000e-01    1.78249646e-12
   1.60000000e-01    2.32091530e-12
   1.70000000e-01    3.02767575e-12
   1.80000000e-01    3.95640742e-12
   1.90000000e-01    5.17782503e-12
   2.00000000e-01    6.78517132e-12
   2.10000000e-01    8.90139395e-12
   2.20000000e-01    1.16886088e-11
   2.30000000e-01    1.53605778e-11
   2.40000000e-01    2.01991626e-11
   2.50000000e-01    2.65760191e-11
   2.60000000e-01    3.49812038e-11
   2.70000000e-01    4.60608936e-11
   2.80000000e-01    6.06671220e-11
   2.90000000e-01    7.99233597e-11
   3.00000000e-01    1.05310989e-10
   3.10000000e-01    1.38783323e-10
   3.20000000e-01    1.82915958e-10
   3.30000000e-01    2.41105008e-10
   3.40000000e-01    3.17828513e-10
   3.50000000e-01    4.18991107e-10
   3.60000000e-01    5.52378498e-10
   3.70000000e-01    7.28256738e-10
   3.80000000e-01    9.60162393e-10
   3.90000000e-01    1.26594446e-09
   4.00000000e-01    1.66913820e-09
   4.10000000e-01    2.20077663e-09
   4.20000000e-01    2.90177917e-09
   4.30000000e-01    3.82610117e-09
   4.40000000e-01    5.04488688e-09
   4.50000000e-01    6.65194539e-09
   4.60000000e-01    8.77097113e-09
   4.70000000e-01    1.15650646e-08
   4.80000000e-01    1.52492863e-08
   4.90000000e-01    2.01072097e-08
   5.00000000e-01    2.65127482e-08
   5.10000000e-01    3.49589349e-08
   5.20000000e-01    4.60958716e-08
   5.30000000e-01    6.07807668e-08
   5.40000000e-01    8.01439153e-08
   5.50000000e-01    1.05675697e-07
   5.60000000e-01    1.39341290e-07
   5.70000000e-01    1.83731934e-07
   5.80000000e-01    2.42264371e-07
   5.90000000e-01    3.19443841e-07
   6.00000000e-01    4.21210841e-07
   6.10000000e-01    5.55398371e-07
   6.20000000e-01    7.32334837e-07
   6.30000000e-01    9.65639026e-07
   6.40000000e-01    1.27326835e-06
   6.50000000e-01    1.67890102e-06
   6.60000000e-01    2.21375855e-06
   6.70000000e-01    2.91900890e-06
   6.80000000e-01    3.84893514e-06
   6.90000000e-01    5.07511365e-06
   7.00000000e-01    6.69192332e-06
   7.10000000e-01    8.82380987e-06
   7.20000000e-01    1.16348645e-05
   7.30000000e-01    1.53414539e-05
   7.40000000e-01    2.02288741e-05
   7.50000000e-01    2.66733096e-05
   7.60000000e-01    3.51707880e-05
   7.70000000e-01    4.63753599e-05
   7.80000000e-01    6.11494405e-05
   7.90000000e-01    8.06301899e-05
   8.00000000e-01    1.06317040e-04
   8.10000000e-01    1.40187107e-04
   8.20000000e-01    1.84847367e-04
   8.30000000e-01    2.43735318e-04
   8.40000000e-01    3.21383563e-04
   8.50000000e-01    4.23768681e-04
   8.60000000e-01    5.58771251e-04
   8.70000000e-01    7.36782411e-04
   8.80000000e-01    9.71503670e-04
   8.90000000e-01    1.28100151e-03
   9.00000000e-01    1.68909796e-03
   9.10000000e-01    2.22720419e-03
   9.20000000e-01    2.93673819e-03
   9.30000000e-01    3.87231275e-03
   9.40000000e-01    5.10593901e-03
   9.50000000e-01    6.73256909e-03
   9.60000000e-01    8.87740463e-03
   9.70000000e-01    1.17055335e-02
   9.80000000e-01    1.54346366e-02
   9.90000000e-01    2.03517427e-02
   1.00000000e+00    2.68353214e-02
End of Xyce(TM) Simulation
