      V(1)              I(D1)      
   0.00000000e+00    0.00000000e+00
   1.00000000e-02    1.50306186e-14
   2.00000000e-02    3.16883811e-14
   3.00000000e-02    5.04995843e-14
   4.00000000e-02    7.21607544e-14
   5.00000000e-02    9.75937077e-14
   6.00000000e-02    1.28018420e-13
   7.00000000e-02    1.65049467e-13
   8.00000000e-02    2.10823655e-13
   9.00000000e-02    2.68168936e-13
   1.00000000e-01    3.40827957e-13
   1.10000000e-01    4.33753920e-13
   1.20000000e-01    5.53502127e-13
   1.30000000e-01    7.08748183e-13
   1.40000000e-01    9.10973799e-13
   1.50000000e-01    1.17537442e-12
   1.60000000e-01    1.52206045e-12
   1.70000000e-01    1.97764692e-12
   1.80000000e-01    2.57735749e-12
   1.90000000e-01    3.36780883e-12
   2.00000000e-01    4.41069566e-12
   2.10000000e-01    5.78766776e-12
   2.20000000e-01    7.60678439e-12
   2.30000000e-01    1.00110564e-11
   2.40000000e-01    1.31897510e-11
   2.50000000e-01    1.73933539e-11
   2.60000000e-01    2.29533697e-11
   2.70000000e-01    3.03085275e-11
   2.80000000e-01    4.00394627e-11
   2.90000000e-01    5.29146158e-11
   3.00000000e-01    6.99509781e-11
   3.10000000e-01    9.24944849e-11
   3.20000000e-01    1.22326412e-10
   3.30000000e-01    1.61804184e-10
   3.40000000e-01    2.14047731e-10
   3.50000000e-01    2.83186120e-10
   3.60000000e-01    3.74683955e-10
   3.70000000e-01    4.95773356e-10
   3.80000000e-01    6.56025659e-10
   3.90000000e-01    8.68108029e-10
   4.00000000e-01    1.14878480e-09
   4.10000000e-01    1.52024271e-09
   4.20000000e-01    2.01184474e-09
   4.30000000e-01    2.66245127e-09
   4.40000000e-01    3.52349200e-09
   4.50000000e-01    4.66303149e-09
   4.60000000e-01    6.17114962e-09
   4.70000000e-01    8.16706246e-09
   4.80000000e-01    1.08085463e-08
   4.90000000e-01    1.43044097e-08
   5.00000000e-01    1.89310004e-08
   5.10000000e-01    2.50540497e-08
   5.20000000e-01    3.31575844e-08
   5.30000000e-01    4.38821887e-08
   5.40000000e-01    5.80756427e-08
   5.50000000e-01    7.68599390e-08
   5.60000000e-01    1.01719977e-07
   5.70000000e-01    1.34620944e-07
   5.80000000e-01    1.78163662e-07
   5.90000000e-01    2.35790187e-07
   6.00000000e-01    3.12055898e-07
   6.10000000e-01    4.12989604e-07
   6.20000000e-01    5.46570123e-07
   6.30000000e-01    7.23357002e-07
   6.40000000e-01    9.57325258e-07
   6.50000000e-01    1.26697010e-06
   6.60000000e-01    1.67676897e-06
   6.70000000e-01    2.21911650e-06
   6.80000000e-01    2.93688530e-06
   6.90000000e-01    3.88681505e-06
   7.00000000e-01    5.14399776e-06
   7.10000000e-01    6.80781382e-06
   7.20000000e-01    9.00978802e-06
   7.30000000e-01    1.19239866e-05
   7.40000000e-01    1.57807771e-05
   7.50000000e-01    2.08850392e-05
   7.60000000e-01    2.76402651e-05
   7.70000000e-01    3.65804559e-05
   7.80000000e-01    4.84123345e-05
   7.90000000e-01    6.40712116e-05
   8.00000000e-01    8.47949227e-05
   8.10000000e-01    1.12221679e-04
   8.20000000e-01    1.48519567e-04
   8.30000000e-01    1.96557937e-04
   8.40000000e-01    2.60134227e-04
   8.50000000e-01    3.44274147e-04
   8.60000000e-01    4.55628964e-04
   8.70000000e-01    6.03001284e-04
   8.80000000e-01    7.98040901e-04
   8.90000000e-01    1.05616571e-03
   9.00000000e-01    1.39778050e-03
   9.10000000e-01    1.84988993e-03
   9.20000000e-01    2.44823331e-03
   9.30000000e-01    3.24010971e-03
   9.40000000e-01    4.28811702e-03
   9.50000000e-01    5.67510031e-03
   9.60000000e-01    7.51070069e-03
   9.70000000e-01    9.94002252e-03
   9.80000000e-01    1.31551039e-02
   9.90000000e-01    1.74100971e-02
   1.00000000e+00    2.30413599e-02
End of Xyce(TM) Simulation
