      V(1)              I(D1)      
   0.00000000e+00    0.00000000e+00
   1.00000000e-02    2.16288154e-14
   2.00000000e-02    4.59965408e-14
   3.00000000e-02    7.37482658e-14
   4.00000000e-02    1.05681017e-13
   5.00000000e-02    1.42779541e-13
   6.00000000e-02    1.86260523e-13
   7.00000000e-02    2.37627209e-13
   8.00000000e-02    2.98736903e-13
   9.00000000e-02    3.71884352e-13
   1.00000000e-01    4.59904786e-13
   1.10000000e-01    5.66301205e-13
   1.20000000e-01    6.95401667e-13
   1.30000000e-01    8.52553605e-13
   1.40000000e-01    1.04436392e-12
   1.50000000e-01    1.27899564e-12
   1.60000000e-01    1.56653438e-12
   1.70000000e-01    1.91944123e-12
   1.80000000e-01    2.35311219e-12
   1.90000000e-01    2.88656947e-12
   2.00000000e-01    3.54331552e-12
   2.10000000e-01    4.35238828e-12
   2.20000000e-01    5.34966494e-12
   2.30000000e-01    6.57947276e-12
   2.40000000e-01    8.09657930e-12
   2.50000000e-01    9.96865142e-12
   2.60000000e-01    1.22792934e-11
   2.70000000e-01    1.51318007e-11
   2.80000000e-01    1.86537976e-11
   2.90000000e-01    2.30029676e-11
   3.00000000e-01    2.83741331e-11
   3.10000000e-01    3.50080024e-11
   3.20000000e-01    4.32019774e-11
   3.30000000e-01    5.33235066e-11
   3.40000000e-01    6.58265825e-11
   3.50000000e-01    8.12721260e-11
   3.60000000e-01    1.00353170e-10
   3.70000000e-01    1.23925976e-10
   3.80000000e-01    1.53048479e-10
   3.90000000e-01    1.89027788e-10
   4.00000000e-01    2.33478872e-10
   4.10000000e-01    2.88397068e-10
   4.20000000e-01    3.56247675e-10
   4.30000000e-01    4.40076634e-10
   4.40000000e-01    5.43647293e-10
   4.50000000e-01    6.71609373e-10
   4.60000000e-01    8.29707732e-10
   4.70000000e-01    1.02504030e-09
   4.80000000e-01    1.26637678e-09
   4.90000000e-01    1.56455237e-09
   5.00000000e-01    1.93295426e-09
   5.10000000e-01    2.38812271e-09
   5.20000000e-01    2.95049365e-09
   5.30000000e-01    3.64531626e-09
   5.40000000e-01    4.50378659e-09
   5.50000000e-01    5.56444825e-09
   5.60000000e-01    6.87492292e-09
   5.70000000e-01    8.49404853e-09
   5.80000000e-01    1.04945210e-08
   5.90000000e-01    1.29661581e-08
   6.00000000e-01    1.60199322e-08
   6.10000000e-01    1.97929528e-08
   6.20000000e-01    2.44546226e-08
   6.30000000e-01    3.02142431e-08
   6.40000000e-01    3.73304124e-08
   6.50000000e-01    4.61226354e-08
   6.60000000e-01    5.69856695e-08
   6.70000000e-01    7.04072484e-08
   6.80000000e-01    8.69899808e-08
   6.90000000e-01    1.07478406e-07
   7.00000000e-01    1.32792424e-07
   7.10000000e-01    1.64068596e-07
   7.20000000e-01    2.02711176e-07
   7.30000000e-01    2.50455158e-07
   7.40000000e-01    3.09444175e-07
   7.50000000e-01    3.82326746e-07
   7.60000000e-01    4.72375191e-07
   7.70000000e-01    5.83632551e-07
   7.80000000e-01    7.21094117e-07
   7.90000000e-01    8.90931709e-07
   8.00000000e-01    1.10077078e-06
   8.10000000e-01    1.36003280e-06
   8.20000000e-01    1.68035825e-06
   8.30000000e-01    2.07612926e-06
   8.40000000e-01    2.56511536e-06
   8.50000000e-01    3.16927132e-06
   8.60000000e-01    3.91572283e-06
   8.70000000e-01    4.83798446e-06
   8.80000000e-01    5.97746440e-06
   8.90000000e-01    7.38532361e-06
   9.00000000e-01    9.12477289e-06
   9.10000000e-01    1.12739109e-05
   9.20000000e-01    1.39292308e-05
   9.30000000e-01    1.72099526e-05
   9.40000000e-01    2.12633757e-05
   9.50000000e-01    2.62714928e-05
   9.60000000e-01    3.24591611e-05
   9.70000000e-01    4.01041976e-05
   9.80000000e-01    4.95498532e-05
   9.90000000e-01    6.12202238e-05
   1.00000000e+00    7.56392919e-05
End of Xyce(TM) Simulation
