      V(2)             I(VOUT)     
   0.00000000e+00   -1.79002596e-25
   1.00000000e+00    2.24312141e-06
   2.00000000e+00    2.71696269e-04
   3.00000000e+00    2.93740922e-04
   4.00000000e+00    2.93980685e-04
   5.00000000e+00    2.94205897e-04
   6.00000000e+00    2.94417849e-04
   7.00000000e+00    2.94617846e-04
   8.00000000e+00    2.94807002e-04
   9.00000000e+00    2.94986279e-04
   1.00000000e+01    2.95156510e-04
   1.10000000e+01    2.95318431e-04
   1.20000000e+01    2.95472689e-04
   1.30000000e+01    2.95619859e-04
   1.40000000e+01    2.95760455e-04
   1.50000000e+01    2.95894938e-04
   1.60000000e+01    2.96023724e-04
   1.70000000e+01    2.96147188e-04
   1.80000000e+01    2.96265671e-04
   1.90000000e+01    2.96379482e-04
   2.00000000e+01    2.96488906e-04
   2.10000000e+01    2.96594202e-04
   2.20000000e+01    2.96695608e-04
   2.30000000e+01    2.96793342e-04
   2.40000000e+01    2.96887606e-04
   2.50000000e+01    2.96978587e-04
   2.60000000e+01    2.97066458e-04
   2.70000000e+01    2.97151377e-04
   2.80000000e+01    2.97233495e-04
   2.90000000e+01    2.97312948e-04
   3.00000000e+01    2.97389867e-04
End of Xyce(TM) Simulation
