      V(2)             I(VOUT)     
   0.00000000e+00    2.88542943e-25
   1.00000000e+00    2.12539365e-06
   2.00000000e+00    1.05628649e-04
   3.00000000e+00    1.19876938e-04
   4.00000000e+00    1.21243025e-04
   5.00000000e+00    1.22602107e-04
   6.00000000e+00    1.23954196e-04
   7.00000000e+00    1.25299293e-04
   8.00000000e+00    1.26637385e-04
   9.00000000e+00    1.27968444e-04
   1.00000000e+01    1.29292406e-04
   1.10000000e+01    1.30609166e-04
   1.20000000e+01    1.31918533e-04
   1.30000000e+01    1.33220165e-04
   1.40000000e+01    1.34513394e-04
   1.50000000e+01    1.35796736e-04
   1.60000000e+01    1.37065919e-04
   1.70000000e+01    1.38298754e-04
   1.80000000e+01    1.39386462e-04
   1.90000000e+01    1.40426940e-04
   2.00000000e+01    1.41464554e-04
   2.10000000e+01    1.42499388e-04
   2.20000000e+01    1.43531032e-04
   2.30000000e+01    1.44718802e-04
   2.40000000e+01    1.46540264e-04
   2.50000000e+01    1.48683181e-04
   2.60000000e+01    1.51005207e-04
   2.70000000e+01    1.53451563e-04
   2.80000000e+01    1.55998227e-04
   2.90000000e+01    1.58627158e-04
   3.00000000e+01    1.61328516e-04
End of Xyce(TM) Simulation
