      V(2)             I(VOUT)     
   0.00000000e+00    2.44822738e-25
   1.00000000e+00    2.73570939e-06
   2.00000000e+00    8.31809274e-05
   3.00000000e+00    9.15560026e-05
   4.00000000e+00    9.23201730e-05
   5.00000000e+00    9.30830007e-05
   6.00000000e+00    9.38444819e-05
   7.00000000e+00    9.46046131e-05
   8.00000000e+00    9.53633905e-05
   9.00000000e+00    9.61208108e-05
   1.00000000e+01    9.68768706e-05
   1.10000000e+01    9.76315668e-05
   1.20000000e+01    9.83848961e-05
   1.30000000e+01    9.91368557e-05
   1.40000000e+01    9.98874425e-05
   1.50000000e+01    1.00636654e-04
   1.60000000e+01    1.01384487e-04
   1.70000000e+01    1.02130939e-04
   1.80000000e+01    1.02876007e-04
   1.90000000e+01    1.03619690e-04
   2.00000000e+01    1.04361984e-04
   2.10000000e+01    1.05102887e-04
   2.20000000e+01    1.05842398e-04
   2.30000000e+01    1.06580513e-04
   2.40000000e+01    1.07317230e-04
   2.50000000e+01    1.08052548e-04
   2.60000000e+01    1.08786464e-04
   2.70000000e+01    1.09518977e-04
   2.80000000e+01    1.10250084e-04
   2.90000000e+01    1.10979783e-04
   3.00000000e+01    1.11708073e-04
End of Xyce(TM) Simulation
