      V(2)             I(VOUT)     
   0.00000000e+00    2.25504721e-25
   1.00000000e+00    1.91856270e-06
   2.00000000e+00    1.52980890e-04
   3.00000000e+00    1.68615501e-04
   4.00000000e+00    1.73953058e-04
   5.00000000e+00    1.79421228e-04
   6.00000000e+00    1.85010291e-04
   7.00000000e+00    1.90713535e-04
   8.00000000e+00    1.96526877e-04
   9.00000000e+00    2.02448034e-04
   1.00000000e+01    2.08476110e-04
   1.10000000e+01    2.14611487e-04
   1.20000000e+01    2.20855753e-04
   1.30000000e+01    2.27212226e-04
   1.40000000e+01    2.33686649e-04
   1.50000000e+01    2.40289250e-04
   1.60000000e+01    2.47040540e-04
   1.70000000e+01    2.53994174e-04
   1.80000000e+01    2.61452806e-04
   1.90000000e+01    2.86066326e-04
   2.00000000e+01    2.86584161e-04
   2.10000000e+01    2.86986025e-04
   2.20000000e+01    2.87333868e-04
   2.30000000e+01    2.87646305e-04
   2.40000000e+01    2.87933780e-04
   2.50000000e+01    2.88201624e-04
   2.60000000e+01    2.88453309e-04
   2.70000000e+01    2.88691255e-04
   2.80000000e+01    2.88917239e-04
   2.90000000e+01    2.89132626e-04
   3.00000000e+01    2.89338498e-04
End of Xyce(TM) Simulation
