      V(2)             I(VOUT)     
   0.00000000e+00   -2.84682374e-25
   1.00000000e+00    2.07065828e-06
   2.00000000e+00    2.68192402e-04
   3.00000000e+00    2.91022164e-04
   4.00000000e+00    2.91369580e-04
   5.00000000e+00    2.91687393e-04
   6.00000000e+00    2.91981075e-04
   7.00000000e+00    2.92254378e-04
   8.00000000e+00    2.92510081e-04
   9.00000000e+00    2.92750336e-04
   1.00000000e+01    2.92976861e-04
   1.10000000e+01    2.93191063e-04
   1.20000000e+01    2.93394120e-04
   1.30000000e+01    2.93587030e-04
   1.40000000e+01    2.93770654e-04
   1.50000000e+01    2.93945740e-04
   1.60000000e+01    2.94112944e-04
   1.70000000e+01    2.94272847e-04
   1.80000000e+01    2.94425967e-04
   1.90000000e+01    2.94572765e-04
   2.00000000e+01    2.94713660e-04
   2.10000000e+01    2.94849027e-04
   2.20000000e+01    2.94979209e-04
   2.30000000e+01    2.95104518e-04
   2.40000000e+01    2.95225239e-04
   2.50000000e+01    2.95341631e-04
   2.60000000e+01    2.95453937e-04
   2.70000000e+01    2.95562375e-04
   2.80000000e+01    2.95667152e-04
   2.90000000e+01    2.95768456e-04
   3.00000000e+01    2.95866462e-04
End of Xyce(TM) Simulation
