      V(2)             I(VOUT)     
   0.00000000e+00    1.44894497e-25
   1.00000000e+00    2.73456935e-05
   2.00000000e+00    2.76416008e-04
   3.00000000e+00    2.97702363e-04
   4.00000000e+00    2.97830602e-04
   5.00000000e+00    2.97951544e-04
   6.00000000e+00    2.98066344e-04
   7.00000000e+00    2.98175487e-04
   8.00000000e+00    2.98279401e-04
   9.00000000e+00    2.98378473e-04
   1.00000000e+01    2.98473048e-04
   1.10000000e+01    2.98563440e-04
   1.20000000e+01    2.98649931e-04
   1.30000000e+01    2.98732777e-04
   1.40000000e+01    2.98812211e-04
   1.50000000e+01    2.98888446e-04
   1.60000000e+01    2.98961677e-04
   1.70000000e+01    2.99032082e-04
   1.80000000e+01    2.99099824e-04
   1.90000000e+01    2.99165053e-04
   2.00000000e+01    2.99227910e-04
   2.10000000e+01    2.99288521e-04
   2.20000000e+01    2.99347006e-04
   2.30000000e+01    2.99403474e-04
   2.40000000e+01    2.99458028e-04
   2.50000000e+01    2.99510764e-04
   2.60000000e+01    2.99561768e-04
   2.70000000e+01    2.99611125e-04
   2.80000000e+01    2.99658911e-04
   2.90000000e+01    2.99705199e-04
   3.00000000e+01    2.99750055e-04
End of Xyce(TM) Simulation
