      V(2)             I(VOUT)     
   0.00000000e+00    3.52272089e-26
   1.00000000e+00    1.92071260e-06
   2.00000000e+00    1.67415845e-04
   3.00000000e+00    1.84461944e-04
   4.00000000e+00    1.90590868e-04
   5.00000000e+00    1.96842283e-04
   6.00000000e+00    2.03213986e-04
   7.00000000e+00    2.09704946e-04
   8.00000000e+00    2.16315888e-04
   9.00000000e+00    2.23049313e-04
   1.00000000e+01    2.29910444e-04
   1.10000000e+01    2.36908914e-04
   1.20000000e+01    2.44064051e-04
   1.30000000e+01    2.51424456e-04
   1.40000000e+01    2.59218130e-04
   1.50000000e+01    2.86619836e-04
   1.60000000e+01    2.87184191e-04
   1.70000000e+01    2.87608023e-04
   1.80000000e+01    2.87971435e-04
   1.90000000e+01    2.88295766e-04
   2.00000000e+01    2.88592957e-04
   2.10000000e+01    2.88868934e-04
   2.20000000e+01    2.89127524e-04
   2.30000000e+01    2.89371378e-04
   2.40000000e+01    2.89602434e-04
   2.50000000e+01    2.89822176e-04
   2.60000000e+01    2.90031782e-04
   2.70000000e+01    2.90232207e-04
   2.80000000e+01    2.90424247e-04
   2.90000000e+01    2.90608579e-04
   3.00000000e+01    2.90785783e-04
End of Xyce(TM) Simulation
