      V(2)             I(VOUT)     
   0.00000000e+00    7.96289946e-25
   1.00000000e+00    2.02635749e-06
   2.00000000e+00    2.47058164e-04
   3.00000000e+00    2.89696137e-04
   4.00000000e+00    2.90137451e-04
   5.00000000e+00    2.90522577e-04
   6.00000000e+00    2.90869285e-04
   7.00000000e+00    2.91186418e-04
   8.00000000e+00    2.91479602e-04
   9.00000000e+00    2.91752691e-04
   1.00000000e+01    2.92008496e-04
   1.10000000e+01    2.92249164e-04
   1.20000000e+01    2.92476393e-04
   1.30000000e+01    2.92691566e-04
   1.40000000e+01    2.92895832e-04
   1.50000000e+01    2.93090165e-04
   1.60000000e+01    2.93275397e-04
   1.70000000e+01    2.93452255e-04
   1.80000000e+01    2.93621374e-04
   1.90000000e+01    2.93783313e-04
   2.00000000e+01    2.93938575e-04
   2.10000000e+01    2.94087605e-04
   2.20000000e+01    2.94230808e-04
   2.30000000e+01    2.94368548e-04
   2.40000000e+01    2.94501156e-04
   2.50000000e+01    2.94628934e-04
   2.60000000e+01    2.94752159e-04
   2.70000000e+01    2.94871083e-04
   2.80000000e+01    2.94985941e-04
   2.90000000e+01    2.95096948e-04
   3.00000000e+01    2.95204302e-04
End of Xyce(TM) Simulation
