      V(2)             I(VOUT)     
   0.00000000e+00    2.12689808e-25
   1.00000000e+00    2.60478779e-06
   2.00000000e+00    2.74502097e-04
   3.00000000e+00    2.96142212e-04
   4.00000000e+00    2.96311951e-04
   5.00000000e+00    2.96472281e-04
   6.00000000e+00    2.96624041e-04
   7.00000000e+00    2.96767952e-04
   8.00000000e+00    2.96904647e-04
   9.00000000e+00    2.97034689e-04
   1.00000000e+01    2.97158583e-04
   1.10000000e+01    2.97276777e-04
   1.20000000e+01    2.97389676e-04
   1.30000000e+01    2.97497645e-04
   1.40000000e+01    2.97601015e-04
   1.50000000e+01    2.97700084e-04
   1.60000000e+01    2.97795127e-04
   1.70000000e+01    2.97886391e-04
   1.80000000e+01    2.97974105e-04
   1.90000000e+01    2.98058477e-04
   2.00000000e+01    2.98139700e-04
   2.10000000e+01    2.98217950e-04
   2.20000000e+01    2.98293390e-04
   2.30000000e+01    2.98366171e-04
   2.40000000e+01    2.98436433e-04
   2.50000000e+01    2.98504305e-04
   2.60000000e+01    2.98569907e-04
   2.70000000e+01    2.98633353e-04
   2.80000000e+01    2.98694745e-04
   2.90000000e+01    2.98754182e-04
   3.00000000e+01    2.98811755e-04
End of Xyce(TM) Simulation
