      V(2)             I(VOUT)     
   0.00000000e+00    9.74242952e-27
   1.00000000e+00    2.17907620e-06
   2.00000000e+00    2.70813414e-04
   3.00000000e+00    2.92974394e-04
   4.00000000e+00    2.93239820e-04
   5.00000000e+00    2.93487929e-04
   6.00000000e+00    2.93720726e-04
   7.00000000e+00    2.93939855e-04
   8.00000000e+00    2.94146687e-04
   9.00000000e+00    2.94342383e-04
   1.00000000e+01    2.94527938e-04
   1.10000000e+01    2.94704215e-04
   1.20000000e+01    2.94871969e-04
   1.30000000e+01    2.95031865e-04
   1.40000000e+01    2.95184493e-04
   1.50000000e+01    2.95330377e-04
   1.60000000e+01    2.95469989e-04
   1.70000000e+01    2.95603753e-04
   1.80000000e+01    2.95732052e-04
   1.90000000e+01    2.95855235e-04
   2.00000000e+01    2.95973618e-04
   2.10000000e+01    2.96087489e-04
   2.20000000e+01    2.96197114e-04
   2.30000000e+01    2.96302736e-04
   2.40000000e+01    2.96404577e-04
   2.50000000e+01    2.96502844e-04
   2.60000000e+01    2.96597728e-04
   2.70000000e+01    2.96689404e-04
   2.80000000e+01    2.96778037e-04
   2.90000000e+01    2.96863777e-04
   3.00000000e+01    2.96946768e-04
End of Xyce(TM) Simulation
