      V(2)             I(VOUT)     
   0.00000000e+00   -3.67183358e-25
   1.00000000e+00    1.92462114e-06
   2.00000000e+00    1.74913757e-04
   3.00000000e+00    1.92763055e-04
   4.00000000e+00    1.99277811e-04
   5.00000000e+00    2.05918855e-04
   6.00000000e+00    2.12685728e-04
   7.00000000e+00    2.19580004e-04
   8.00000000e+00    2.26605944e-04
   9.00000000e+00    2.33771741e-04
   1.00000000e+01    2.41093602e-04
   1.10000000e+01    2.48609517e-04
   1.20000000e+01    2.56459286e-04
   1.30000000e+01    2.86699174e-04
   1.40000000e+01    2.87352866e-04
   1.50000000e+01    2.87808364e-04
   1.60000000e+01    2.88190035e-04
   1.70000000e+01    2.88527018e-04
   1.80000000e+01    2.88834101e-04
   1.90000000e+01    2.89118141e-04
   2.00000000e+01    2.89383493e-04
   2.10000000e+01    2.89633119e-04
   2.20000000e+01    2.89869164e-04
   2.30000000e+01    2.90093254e-04
   2.40000000e+01    2.90306668e-04
   2.50000000e+01    2.90510442e-04
   2.60000000e+01    2.90705433e-04
   2.70000000e+01    2.90892367e-04
   2.80000000e+01    2.91071863e-04
   2.90000000e+01    2.91244463e-04
   3.00000000e+01    2.91410641e-04
End of Xyce(TM) Simulation
