      V(2)             I(VOUT)     
   0.00000000e+00    6.45093431e-26
   1.00000000e+00    1.96056758e-06
   2.00000000e+00    2.10145899e-04
   3.00000000e+00    2.32575228e-04
   4.00000000e+00    2.40955202e-04
   5.00000000e+00    2.49624808e-04
   6.00000000e+00    2.59447587e-04
   7.00000000e+00    2.88151108e-04
   8.00000000e+00    2.88697639e-04
   9.00000000e+00    2.89133068e-04
   1.00000000e+01    2.89508009e-04
   1.10000000e+01    2.89845217e-04
   1.20000000e+01    2.90153970e-04
   1.30000000e+01    2.90440040e-04
   1.40000000e+01    2.90707260e-04
   1.50000000e+01    2.90958360e-04
   1.60000000e+01    2.91195383e-04
   1.70000000e+01    2.91419924e-04
   1.80000000e+01    2.91633263e-04
   1.90000000e+01    2.91836460e-04
   2.00000000e+01    2.92030401e-04
   2.10000000e+01    2.92215846e-04
   2.20000000e+01    2.92393452e-04
   2.30000000e+01    2.92563794e-04
   2.40000000e+01    2.92727379e-04
   2.50000000e+01    2.92884659e-04
   2.60000000e+01    2.93036039e-04
   2.70000000e+01    2.93181883e-04
   2.80000000e+01    2.93322522e-04
   2.90000000e+01    2.93458256e-04
   3.00000000e+01    2.93589361e-04
End of Xyce(TM) Simulation
