      V(2)             I(VOUT)     
   0.00000000e+00    2.04450005e-25
   1.00000000e+00    2.35052363e-06
   2.00000000e+00    2.72807028e-04
   3.00000000e+00    2.94703937e-04
   4.00000000e+00    2.94915281e-04
   5.00000000e+00    2.95113493e-04
   6.00000000e+00    2.95300552e-04
   7.00000000e+00    2.95477471e-04
   8.00000000e+00    2.95645132e-04
   9.00000000e+00    2.95804307e-04
   1.00000000e+01    2.95955676e-04
   1.10000000e+01    2.96099843e-04
   1.20000000e+01    2.96237345e-04
   1.30000000e+01    2.96368664e-04
   1.40000000e+01    2.96494231e-04
   1.50000000e+01    2.96614439e-04
   1.60000000e+01    2.96729639e-04
   1.70000000e+01    2.96840153e-04
   1.80000000e+01    2.96946274e-04
   1.90000000e+01    2.97048268e-04
   2.00000000e+01    2.97146381e-04
   2.10000000e+01    2.97240836e-04
   2.20000000e+01    2.97331841e-04
   2.30000000e+01    2.97419586e-04
   2.40000000e+01    2.97504246e-04
   2.50000000e+01    2.97585985e-04
   2.60000000e+01    2.97664953e-04
   2.70000000e+01    2.97741291e-04
   2.80000000e+01    2.97815129e-04
   2.90000000e+01    2.97886589e-04
   3.00000000e+01    2.97955785e-04
End of Xyce(TM) Simulation
