      V(2)             I(VOUT)     
   0.00000000e+00   -3.87498320e-25
   1.00000000e+00    2.38960601e-06
   2.00000000e+00    2.73136422e-04
   3.00000000e+00    2.94986982e-04
   4.00000000e+00    2.95190395e-04
   5.00000000e+00    2.95380934e-04
   6.00000000e+00    2.95560871e-04
   7.00000000e+00    2.95731154e-04
   8.00000000e+00    2.95892607e-04
   9.00000000e+00    2.96045956e-04
   1.00000000e+01    2.96191841e-04
   1.10000000e+01    2.96330833e-04
   1.20000000e+01    2.96463441e-04
   1.30000000e+01    2.96590121e-04
   1.40000000e+01    2.96711284e-04
   1.50000000e+01    2.96827301e-04
   1.60000000e+01    2.96938510e-04
   1.70000000e+01    2.97045215e-04
   1.80000000e+01    2.97147696e-04
   1.90000000e+01    2.97246208e-04
   2.00000000e+01    2.97340985e-04
   2.10000000e+01    2.97432241e-04
   2.20000000e+01    2.97520175e-04
   2.30000000e+01    2.97604968e-04
   2.40000000e+01    2.97686790e-04
   2.50000000e+01    2.97765796e-04
   2.60000000e+01    2.97842131e-04
   2.70000000e+01    2.97915930e-04
   2.80000000e+01    2.97987318e-04
   2.90000000e+01    2.98056411e-04
   3.00000000e+01    2.98123319e-04
End of Xyce(TM) Simulation
