      V(2)             I(VOUT)     
   0.00000000e+00    1.07228093e-25
   1.00000000e+00    2.02817292e-06
   2.00000000e+00    1.13754480e-04
   3.00000000e+00    1.30216214e-04
   4.00000000e+00    1.31771676e-04
   5.00000000e+00    1.33315743e-04
   6.00000000e+00    1.34847484e-04
   7.00000000e+00    1.36364653e-04
   8.00000000e+00    1.37859915e-04
   9.00000000e+00    1.39283598e-04
   1.00000000e+01    1.40526502e-04
   1.10000000e+01    1.41747915e-04
   1.20000000e+01    1.42965029e-04
   1.30000000e+01    1.44177850e-04
   1.40000000e+01    1.45385212e-04
   1.50000000e+01    1.47173228e-04
   1.60000000e+01    1.49731007e-04
   1.70000000e+01    1.52585302e-04
   1.80000000e+01    1.55612440e-04
   1.90000000e+01    1.58770895e-04
   2.00000000e+01    1.62031631e-04
   2.10000000e+01    1.65381260e-04
   2.20000000e+01    1.68810878e-04
   2.30000000e+01    1.72314403e-04
   2.40000000e+01    1.75887542e-04
   2.50000000e+01    1.79527206e-04
   2.60000000e+01    1.83231150e-04
   2.70000000e+01    1.86997752e-04
   2.80000000e+01    1.90825872e-04
   2.90000000e+01    1.94714752e-04
   3.00000000e+01    1.98663958e-04
End of Xyce(TM) Simulation
