      V(2)             I(VOUT)     
   0.00000000e+00    6.53550722e-26
   1.00000000e+00    2.15367644e-06
   2.00000000e+00    1.03764106e-04
   3.00000000e+00    1.17514975e-04
   4.00000000e+00    1.18835129e-04
   5.00000000e+00    1.20148937e-04
   6.00000000e+00    1.21456414e-04
   7.00000000e+00    1.22757574e-04
   8.00000000e+00    1.24052421e-04
   9.00000000e+00    1.25340956e-04
   1.00000000e+01    1.26623163e-04
   1.10000000e+01    1.27899013e-04
   1.20000000e+01    1.29168452e-04
   1.30000000e+01    1.30431382e-04
   1.40000000e+01    1.31687642e-04
   1.50000000e+01    1.32936943e-04
   1.60000000e+01    1.34178742e-04
   1.70000000e+01    1.35411891e-04
   1.80000000e+01    1.36633344e-04
   1.90000000e+01    1.37830209e-04
   2.00000000e+01    1.38912569e-04
   2.10000000e+01    1.39913551e-04
   2.20000000e+01    1.40911464e-04
   2.30000000e+01    1.41906886e-04
   2.40000000e+01    1.42899757e-04
   2.50000000e+01    1.43931129e-04
   2.60000000e+01    1.45501095e-04
   2.70000000e+01    1.47443210e-04
   2.80000000e+01    1.49580921e-04
   2.90000000e+01    1.51848786e-04
   3.00000000e+01    1.54220150e-04
End of Xyce(TM) Simulation
