      V(2)             I(VOUT)     
   0.00000000e+00    1.27955338e-25
   1.00000000e+00    2.31371945e-06
   2.00000000e+00    2.72465685e-04
   3.00000000e+00    2.94409015e-04
   4.00000000e+00    2.94628865e-04
   5.00000000e+00    2.94835167e-04
   6.00000000e+00    2.95029713e-04
   7.00000000e+00    2.95213596e-04
   8.00000000e+00    2.95387760e-04
   9.00000000e+00    2.95553028e-04
   1.00000000e+01    2.95710126e-04
   1.10000000e+01    2.95859692e-04
   1.20000000e+01    2.96002297e-04
   1.30000000e+01    2.96138448e-04
   1.40000000e+01    2.96268602e-04
   1.50000000e+01    2.96393169e-04
   1.60000000e+01    2.96512521e-04
   1.70000000e+01    2.96626995e-04
   1.80000000e+01    2.96736899e-04
   1.90000000e+01    2.96842511e-04
   2.00000000e+01    2.96944088e-04
   2.10000000e+01    2.97041865e-04
   2.20000000e+01    2.97136057e-04
   2.30000000e+01    2.97226864e-04
   2.40000000e+01    2.97314470e-04
   2.50000000e+01    2.97399044e-04
   2.60000000e+01    2.97480744e-04
   2.70000000e+01    2.97559715e-04
   2.80000000e+01    2.97636095e-04
   2.90000000e+01    2.97710009e-04
   3.00000000e+01    2.97781576e-04
End of Xyce(TM) Simulation
