      V(2)             I(VOUT)     
   0.00000000e+00   -1.08250224e-26
   1.00000000e+00    2.75135520e-06
   2.00000000e+00    2.75154806e-04
   3.00000000e+00    2.96680158e-04
   4.00000000e+00    2.96835266e-04
   5.00000000e+00    2.96981880e-04
   6.00000000e+00    2.97120793e-04
   7.00000000e+00    2.97252634e-04
   8.00000000e+00    2.97377963e-04
   9.00000000e+00    2.97497279e-04
   1.00000000e+01    2.97611027e-04
   1.10000000e+01    2.97719608e-04
   1.20000000e+01    2.97823382e-04
   1.30000000e+01    2.97922676e-04
   1.40000000e+01    2.98017785e-04
   1.50000000e+01    2.98108977e-04
   1.60000000e+01    2.98196498e-04
   1.70000000e+01    2.98280572e-04
   1.80000000e+01    2.98361404e-04
   1.90000000e+01    2.98439182e-04
   2.00000000e+01    2.98514079e-04
   2.10000000e+01    2.98586256e-04
   2.20000000e+01    2.98655859e-04
   2.30000000e+01    2.98723026e-04
   2.40000000e+01    2.98787882e-04
   2.50000000e+01    2.98850546e-04
   2.60000000e+01    2.98911127e-04
   2.70000000e+01    2.98969726e-04
   2.80000000e+01    2.99026438e-04
   2.90000000e+01    2.99081353e-04
   3.00000000e+01    2.99134553e-04
End of Xyce(TM) Simulation
