      V(2)             I(VOUT)     
   0.00000000e+00    8.96221523e-25
   1.00000000e+00    3.01739461e-06
   2.00000000e+00    7.82545448e-05
   3.00000000e+00    8.53316844e-05
   4.00000000e+00    8.59495699e-05
   5.00000000e+00    8.65667659e-05
   6.00000000e+00    8.71832678e-05
   7.00000000e+00    8.77990715e-05
   8.00000000e+00    8.84141727e-05
   9.00000000e+00    8.90285674e-05
   1.00000000e+01    8.96422514e-05
   1.10000000e+01    9.02552208e-05
   1.20000000e+01    9.08674717e-05
   1.30000000e+01    9.14790003e-05
   1.40000000e+01    9.20898028e-05
   1.50000000e+01    9.26998754e-05
   1.60000000e+01    9.33092147e-05
   1.70000000e+01    9.39178169e-05
   1.80000000e+01    9.45256787e-05
   1.90000000e+01    9.51327966e-05
   2.00000000e+01    9.57391672e-05
   2.10000000e+01    9.63447873e-05
   2.20000000e+01    9.69496535e-05
   2.30000000e+01    9.75537627e-05
   2.40000000e+01    9.81571117e-05
   2.50000000e+01    9.87596976e-05
   2.60000000e+01    9.93615173e-05
   2.70000000e+01    9.99625677e-05
   2.80000000e+01    1.00562846e-04
   2.90000000e+01    1.01162350e-04
   3.00000000e+01    1.01761075e-04
End of Xyce(TM) Simulation
