      V(2)             I(VOUT)     
   0.00000000e+00   -9.34474592e-25
   1.00000000e+00    2.85749151e-06
   2.00000000e+00    2.75539905e-04
   3.00000000e+00    2.96991881e-04
   4.00000000e+00    2.97138610e-04
   5.00000000e+00    2.97277316e-04
   6.00000000e+00    2.97408808e-04
   7.00000000e+00    2.97533671e-04
   8.00000000e+00    2.97652421e-04
   9.00000000e+00    2.97765522e-04
   1.00000000e+01    2.97873388e-04
   1.10000000e+01    2.97976391e-04
   1.20000000e+01    2.98074868e-04
   1.30000000e+01    2.98169123e-04
   1.40000000e+01    2.98259431e-04
   1.50000000e+01    2.98346044e-04
   1.60000000e+01    2.98429192e-04
   1.70000000e+01    2.98509083e-04
   1.80000000e+01    2.98585911e-04
   1.90000000e+01    2.98659851e-04
   2.00000000e+01    2.98731066e-04
   2.10000000e+01    2.98799707e-04
   2.20000000e+01    2.98865912e-04
   2.30000000e+01    2.98929808e-04
   2.40000000e+01    2.98991517e-04
   2.50000000e+01    2.99051147e-04
   2.60000000e+01    2.99108802e-04
   2.70000000e+01    2.99164578e-04
   2.80000000e+01    2.99218564e-04
   2.90000000e+01    2.99270844e-04
   3.00000000e+01    2.99321496e-04
End of Xyce(TM) Simulation
