      V(2)             I(VOUT)     
   0.00000000e+00    9.18790571e-25
   1.00000000e+00    1.15064122e-05
   2.00000000e+00    2.76568287e-04
   3.00000000e+00    2.97805582e-04
   4.00000000e+00    2.97931156e-04
   5.00000000e+00    2.98049501e-04
   6.00000000e+00    2.98161861e-04
   7.00000000e+00    2.98268702e-04
   8.00000000e+00    2.98370444e-04
   9.00000000e+00    2.98467460e-04
   1.00000000e+01    2.98560087e-04
   1.10000000e+01    2.98648630e-04
   1.20000000e+01    2.98733363e-04
   1.30000000e+01    2.98814535e-04
   1.40000000e+01    2.98892374e-04
   1.50000000e+01    2.98967087e-04
   1.60000000e+01    2.99038862e-04
   1.70000000e+01    2.99107874e-04
   1.80000000e+01    2.99174283e-04
   1.90000000e+01    2.99238234e-04
   2.00000000e+01    2.99299863e-04
   2.10000000e+01    2.99359295e-04
   2.20000000e+01    2.99416647e-04
   2.30000000e+01    2.99472025e-04
   2.40000000e+01    2.99525529e-04
   2.50000000e+01    2.99577252e-04
   2.60000000e+01    2.99627281e-04
   2.70000000e+01    2.99675695e-04
   2.80000000e+01    2.99722571e-04
   2.90000000e+01    2.99767979e-04
   3.00000000e+01    2.99811985e-04
End of Xyce(TM) Simulation
