      V(2)             I(VOUT)     
   0.00000000e+00   -4.60469738e-25
   1.00000000e+00    1.92485955e-06
   2.00000000e+00    1.39285861e-04
   3.00000000e+00    1.53996700e-04
   4.00000000e+00    1.58349883e-04
   5.00000000e+00    1.62934113e-04
   6.00000000e+00    1.67689089e-04
   7.00000000e+00    1.72577157e-04
   8.00000000e+00    1.77583353e-04
   9.00000000e+00    1.82698214e-04
   1.00000000e+01    1.87915725e-04
   1.10000000e+01    1.93232040e-04
   1.20000000e+01    1.98644794e-04
   1.30000000e+01    2.04152737e-04
   1.40000000e+01    2.09755548e-04
   1.50000000e+01    2.15453781e-04
   1.60000000e+01    2.21248949e-04
   1.70000000e+01    2.27143666e-04
   1.80000000e+01    2.33142289e-04
   1.90000000e+01    2.39252001e-04
   2.00000000e+01    2.45485787e-04
   2.10000000e+01    2.51871868e-04
   2.20000000e+01    2.58501509e-04
   2.30000000e+01    2.84929698e-04
   2.40000000e+01    2.85599802e-04
   2.50000000e+01    2.86038060e-04
   2.60000000e+01    2.86401953e-04
   2.70000000e+01    2.86722591e-04
   2.80000000e+01    2.87015329e-04
   2.90000000e+01    2.87286845e-04
   3.00000000e+01    2.87541329e-04
End of Xyce(TM) Simulation
