      V(2)             I(VOUT)     
   0.00000000e+00   -7.11970520e-26
   1.00000000e+00    2.21027341e-06
   2.00000000e+00    2.71273684e-04
   3.00000000e+00    2.93372828e-04
   4.00000000e+00    2.93624699e-04
   5.00000000e+00    2.93860668e-04
   6.00000000e+00    2.94082451e-04
   7.00000000e+00    2.94291499e-04
   8.00000000e+00    2.94489037e-04
   9.00000000e+00    2.94676115e-04
   1.00000000e+01    2.94853639e-04
   1.10000000e+01    2.95022401e-04
   1.20000000e+01    2.95183098e-04
   1.30000000e+01    2.95336345e-04
   1.40000000e+01    2.95482691e-04
   1.50000000e+01    2.95622627e-04
   1.60000000e+01    2.95756594e-04
   1.70000000e+01    2.95884989e-04
   1.80000000e+01    2.96008175e-04
   1.90000000e+01    2.96126478e-04
   2.00000000e+01    2.96240197e-04
   2.10000000e+01    2.96349605e-04
   2.20000000e+01    2.96454954e-04
   2.30000000e+01    2.96556473e-04
   2.40000000e+01    2.96654374e-04
   2.50000000e+01    2.96748853e-04
   2.60000000e+01    2.96840091e-04
   2.70000000e+01    2.96928256e-04
   2.80000000e+01    2.97013503e-04
   2.90000000e+01    2.97095977e-04
   3.00000000e+01    2.97175813e-04
End of Xyce(TM) Simulation
