      V(2)             I(VOUT)     
   0.00000000e+00    2.90924087e-27
   1.00000000e+00    2.95483591e-06
   2.00000000e+00    7.92065322e-05
   3.00000000e+00    8.65365976e-05
   4.00000000e+00    8.71831698e-05
   5.00000000e+00    8.78289428e-05
   6.00000000e+00    8.84739120e-05
   7.00000000e+00    8.91180732e-05
   8.00000000e+00    8.97614222e-05
   9.00000000e+00    9.04039549e-05
   1.00000000e+01    9.10456672e-05
   1.10000000e+01    9.16865552e-05
   1.20000000e+01    9.23266149e-05
   1.30000000e+01    9.29658426e-05
   1.40000000e+01    9.36042346e-05
   1.50000000e+01    9.42417871e-05
   1.60000000e+01    9.48784966e-05
   1.70000000e+01    9.55143595e-05
   1.80000000e+01    9.61493725e-05
   1.90000000e+01    9.67835321e-05
   2.00000000e+01    9.74168351e-05
   2.10000000e+01    9.80492782e-05
   2.20000000e+01    9.86808582e-05
   2.30000000e+01    9.93115720e-05
   2.40000000e+01    9.99414166e-05
   2.50000000e+01    1.00570389e-04
   2.60000000e+01    1.01198486e-04
   2.70000000e+01    1.01825705e-04
   2.80000000e+01    1.02452044e-04
   2.90000000e+01    1.03077498e-04
   3.00000000e+01    1.03702067e-04
End of Xyce(TM) Simulation
