      V(2)             I(VOUT)     
   0.00000000e+00    5.41912273e-25
   1.00000000e+00    2.62876877e-06
   2.00000000e+00    8.55354822e-05
   3.00000000e+00    9.45238517e-05
   4.00000000e+00    9.53560814e-05
   5.00000000e+00    9.61865819e-05
   6.00000000e+00    9.70153505e-05
   7.00000000e+00    9.78423845e-05
   8.00000000e+00    9.86676814e-05
   9.00000000e+00    9.94912389e-05
   1.00000000e+01    1.00313055e-04
   1.10000000e+01    1.01133126e-04
   1.20000000e+01    1.01951452e-04
   1.30000000e+01    1.02768030e-04
   1.40000000e+01    1.03582858e-04
   1.50000000e+01    1.04395935e-04
   1.60000000e+01    1.05207258e-04
   1.70000000e+01    1.06016827e-04
   1.80000000e+01    1.06824640e-04
   1.90000000e+01    1.07630694e-04
   2.00000000e+01    1.08434990e-04
   2.10000000e+01    1.09237525e-04
   2.20000000e+01    1.10038298e-04
   2.30000000e+01    1.10837308e-04
   2.40000000e+01    1.11634553e-04
   2.50000000e+01    1.12430033e-04
   2.60000000e+01    1.13223745e-04
   2.70000000e+01    1.14015689e-04
   2.80000000e+01    1.14805863e-04
   2.90000000e+01    1.15594265e-04
   3.00000000e+01    1.16380893e-04
End of Xyce(TM) Simulation
