      V(2)             I(VOUT)     
   0.00000000e+00   -2.79131923e-26
   1.00000000e+00    2.21630400e-06
   2.00000000e+00    1.00158010e-04
   3.00000000e+00    1.12954108e-04
   4.00000000e+00    1.14183238e-04
   5.00000000e+00    1.15407174e-04
   6.00000000e+00    1.16625933e-04
   7.00000000e+00    1.17839527e-04
   8.00000000e+00    1.19047971e-04
   9.00000000e+00    1.20251275e-04
   1.00000000e+01    1.21449447e-04
   1.10000000e+01    1.22642493e-04
   1.20000000e+01    1.23830415e-04
   1.30000000e+01    1.25013208e-04
   1.40000000e+01    1.26190860e-04
   1.50000000e+01    1.27363348e-04
   1.60000000e+01    1.28530631e-04
   1.70000000e+01    1.29692645e-04
   1.80000000e+01    1.30849285e-04
   1.90000000e+01    1.32000375e-04
   2.00000000e+01    1.33145613e-04
   2.10000000e+01    1.34284425e-04
   2.20000000e+01    1.35415564e-04
   2.30000000e+01    1.36535552e-04
   2.40000000e+01    1.37627404e-04
   2.50000000e+01    1.38598418e-04
   2.60000000e+01    1.39520965e-04
   2.70000000e+01    1.40441387e-04
   2.80000000e+01    1.41359813e-04
   2.90000000e+01    1.42276010e-04
   3.00000000e+01    1.43255171e-04
End of Xyce(TM) Simulation
