      V(2)             I(VOUT)     
   0.00000000e+00    1.17168214e-25
   1.00000000e+00    3.33448480e-06
   2.00000000e+00    2.76678258e-04
   3.00000000e+00    2.97890456e-04
   4.00000000e+00    2.98013928e-04
   5.00000000e+00    2.98130176e-04
   6.00000000e+00    2.98240563e-04
   7.00000000e+00    2.98345545e-04
   8.00000000e+00    2.98445529e-04
   9.00000000e+00    2.98540883e-04
   1.00000000e+01    2.98631934e-04
   1.10000000e+01    2.98718981e-04
   1.20000000e+01    2.98802291e-04
   1.30000000e+01    2.98882108e-04
   1.40000000e+01    2.98958655e-04
   1.50000000e+01    2.99032134e-04
   1.60000000e+01    2.99102730e-04
   1.70000000e+01    2.99170614e-04
   1.80000000e+01    2.99235941e-04
   1.90000000e+01    2.99298856e-04
   2.00000000e+01    2.99359490e-04
   2.10000000e+01    2.99417967e-04
   2.20000000e+01    2.99474399e-04
   2.30000000e+01    2.99528892e-04
   2.40000000e+01    2.99581544e-04
   2.50000000e+01    2.99632446e-04
   2.60000000e+01    2.99681682e-04
   2.70000000e+01    2.99729331e-04
   2.80000000e+01    2.99775468e-04
   2.90000000e+01    2.99820162e-04
   3.00000000e+01    2.99863477e-04
End of Xyce(TM) Simulation
