      V(2)             I(VOUT)     
   0.00000000e+00   -1.89574629e-26
   1.00000000e+00    2.89646573e-06
   2.00000000e+00    8.01417606e-05
   3.00000000e+00    8.77196981e-05
   4.00000000e+00    8.83942669e-05
   5.00000000e+00    8.90679209e-05
   6.00000000e+00    8.97406557e-05
   7.00000000e+00    9.04124670e-05
   8.00000000e+00    9.10833507e-05
   9.00000000e+00    9.17533028e-05
   1.00000000e+01    9.24223192e-05
   1.10000000e+01    9.30903960e-05
   1.20000000e+01    9.37575294e-05
   1.30000000e+01    9.44237158e-05
   1.40000000e+01    9.50889513e-05
   1.50000000e+01    9.57532326e-05
   1.60000000e+01    9.64165561e-05
   1.70000000e+01    9.70789183e-05
   1.80000000e+01    9.77403160e-05
   1.90000000e+01    9.84007459e-05
   2.00000000e+01    9.90602047e-05
   2.10000000e+01    9.97186895e-05
   2.20000000e+01    1.00376197e-04
   2.30000000e+01    1.01032724e-04
   2.40000000e+01    1.01688269e-04
   2.50000000e+01    1.02342827e-04
   2.60000000e+01    1.02996397e-04
   2.70000000e+01    1.03648975e-04
   2.80000000e+01    1.04300559e-04
   2.90000000e+01    1.04951146e-04
   3.00000000e+01    1.05600733e-04
End of Xyce(TM) Simulation
