      V(2)             I(VOUT)     
   0.00000000e+00   -1.98649489e-26
   1.00000000e+00    2.40238739e-06
   2.00000000e+00    9.21056774e-05
   3.00000000e+00    1.02797713e-04
   4.00000000e+00    1.03813716e-04
   5.00000000e+00    1.04826660e-04
   6.00000000e+00    1.05836550e-04
   7.00000000e+00    1.06843387e-04
   8.00000000e+00    1.07847176e-04
   9.00000000e+00    1.08847919e-04
   1.00000000e+01    1.09845621e-04
   1.10000000e+01    1.10840284e-04
   1.20000000e+01    1.11831912e-04
   1.30000000e+01    1.12820508e-04
   1.40000000e+01    1.13806075e-04
   1.50000000e+01    1.14788617e-04
   1.60000000e+01    1.15768135e-04
   1.70000000e+01    1.16744633e-04
   1.80000000e+01    1.17718112e-04
   1.90000000e+01    1.18688573e-04
   2.00000000e+01    1.19656017e-04
   2.10000000e+01    1.20620444e-04
   2.20000000e+01    1.21581852e-04
   2.30000000e+01    1.22540238e-04
   2.40000000e+01    1.23495598e-04
   2.50000000e+01    1.24447923e-04
   2.60000000e+01    1.25397202e-04
   2.70000000e+01    1.26343419e-04
   2.80000000e+01    1.27286552e-04
   2.90000000e+01    1.28226567e-04
   3.00000000e+01    1.29163418e-04
End of Xyce(TM) Simulation
