      V(2)             I(VOUT)     
   0.00000000e+00   -8.50932894e-27
   1.00000000e+00    2.32343660e-06
   2.00000000e+00    9.51495486e-05
   3.00000000e+00    1.06633083e-04
   4.00000000e+00    1.07731218e-04
   5.00000000e+00    1.08825554e-04
   6.00000000e+00    1.09916098e-04
   7.00000000e+00    1.11002859e-04
   8.00000000e+00    1.12085842e-04
   9.00000000e+00    1.13165057e-04
   1.00000000e+01    1.14240509e-04
   1.10000000e+01    1.15312205e-04
   1.20000000e+01    1.16380151e-04
   1.30000000e+01    1.17444353e-04
   1.40000000e+01    1.18504815e-04
   1.50000000e+01    1.19561542e-04
   1.60000000e+01    1.20614535e-04
   1.70000000e+01    1.21663797e-04
   1.80000000e+01    1.22709326e-04
   1.90000000e+01    1.23751117e-04
   2.00000000e+01    1.24789165e-04
   2.10000000e+01    1.25823456e-04
   2.20000000e+01    1.26853971e-04
   2.30000000e+01    1.27880681e-04
   2.40000000e+01    1.28903541e-04
   2.50000000e+01    1.29922486e-04
   2.60000000e+01    1.30937414e-04
   2.70000000e+01    1.31948161e-04
   2.80000000e+01    1.32954449e-04
   2.90000000e+01    1.33955755e-04
   3.00000000e+01    1.34950955e-04
End of Xyce(TM) Simulation
