      V(2)             I(VOUT)     
   0.00000000e+00    8.22237965e-25
   1.00000000e+00    2.53226293e-06
   2.00000000e+00    8.80257118e-05
   3.00000000e+00    9.76597900e-05
   4.00000000e+00    9.85627174e-05
   5.00000000e+00    9.94634552e-05
   6.00000000e+00    1.00362002e-04
   7.00000000e+00    1.01258358e-04
   8.00000000e+00    1.02152520e-04
   9.00000000e+00    1.03044490e-04
   1.00000000e+01    1.03934266e-04
   1.10000000e+01    1.04821848e-04
   1.20000000e+01    1.05707235e-04
   1.30000000e+01    1.06590427e-04
   1.40000000e+01    1.07471424e-04
   1.50000000e+01    1.08350225e-04
   1.60000000e+01    1.09226832e-04
   1.70000000e+01    1.10101242e-04
   1.80000000e+01    1.10973457e-04
   1.90000000e+01    1.11843476e-04
   2.00000000e+01    1.12711300e-04
   2.10000000e+01    1.13576927e-04
   2.20000000e+01    1.14440358e-04
   2.30000000e+01    1.15301592e-04
   2.40000000e+01    1.16160629e-04
   2.50000000e+01    1.17017468e-04
   2.60000000e+01    1.17872107e-04
   2.70000000e+01    1.18724546e-04
   2.80000000e+01    1.19574782e-04
   2.90000000e+01    1.20422813e-04
   3.00000000e+01    1.21268635e-04
End of Xyce(TM) Simulation
