      V(2)             I(VOUT)     
   0.00000000e+00    3.59703023e-26
   1.00000000e+00    1.98950499e-06
   2.00000000e+00    2.28909314e-04
   3.00000000e+00    2.55851245e-04
   4.00000000e+00    2.88434856e-04
   5.00000000e+00    2.89037926e-04
   6.00000000e+00    2.89502934e-04
   7.00000000e+00    2.89901132e-04
   8.00000000e+00    2.90255183e-04
   9.00000000e+00    2.90577641e-04
   1.00000000e+01    2.90875105e-04
   1.10000000e+01    2.91151930e-04
   1.20000000e+01    2.91411188e-04
   1.30000000e+01    2.91655172e-04
   1.40000000e+01    2.91885660e-04
   1.50000000e+01    2.92104082e-04
   1.60000000e+01    2.92311608e-04
   1.70000000e+01    2.92509225e-04
   1.80000000e+01    2.92697770e-04
   1.90000000e+01    2.92877969e-04
   2.00000000e+01    2.93050453e-04
   2.10000000e+01    2.93215780e-04
   2.20000000e+01    2.93374446e-04
   2.30000000e+01    2.93526893e-04
   2.40000000e+01    2.93673518e-04
   2.50000000e+01    2.93814683e-04
   2.60000000e+01    2.93950713e-04
   2.70000000e+01    2.94081907e-04
   2.80000000e+01    2.94208537e-04
   2.90000000e+01    2.94330853e-04
   3.00000000e+01    2.94449085e-04
End of Xyce(TM) Simulation
