      V(2)             I(VOUT)     
   0.00000000e+00   -3.08763362e-25
   1.00000000e+00    2.04768479e-06
   2.00000000e+00    2.61860640e-04
   3.00000000e+00    2.90395482e-04
   4.00000000e+00    2.90781015e-04
   5.00000000e+00    2.91127824e-04
   6.00000000e+00    2.91445134e-04
   7.00000000e+00    2.91738423e-04
   8.00000000e+00    2.92011492e-04
   9.00000000e+00    2.92267134e-04
   1.00000000e+01    2.92507495e-04
   1.10000000e+01    2.92734282e-04
   1.20000000e+01    2.92948889e-04
   1.30000000e+01    2.93152477e-04
   1.40000000e+01    2.93346031e-04
   1.50000000e+01    2.93530398e-04
   1.60000000e+01    2.93706314e-04
   1.70000000e+01    2.93874423e-04
   1.80000000e+01    2.94035296e-04
   1.90000000e+01    2.94189441e-04
   2.00000000e+01    2.94337313e-04
   2.10000000e+01    2.94479322e-04
   2.20000000e+01    2.94615837e-04
   2.30000000e+01    2.94747197e-04
   2.40000000e+01    2.94873706e-04
   2.50000000e+01    2.94995646e-04
   2.60000000e+01    2.95113273e-04
   2.70000000e+01    2.95226825e-04
   2.80000000e+01    2.95336519e-04
   2.90000000e+01    2.95442557e-04
   3.00000000e+01    2.95545125e-04
End of Xyce(TM) Simulation
