      V(2)             I(VOUT)     
   0.00000000e+00   -3.27668028e-25
   1.00000000e+00    2.91036531e-06
   2.00000000e+00    2.75706608e-04
   3.00000000e+00    2.97125210e-04
   4.00000000e+00    2.97268439e-04
   5.00000000e+00    2.97403823e-04
   6.00000000e+00    2.97532197e-04
   7.00000000e+00    2.97654124e-04
   8.00000000e+00    2.97770105e-04
   9.00000000e+00    2.97880588e-04
   1.00000000e+01    2.97985974e-04
   1.10000000e+01    2.98086625e-04
   1.20000000e+01    2.98182867e-04
   1.30000000e+01    2.98274995e-04
   1.40000000e+01    2.98363277e-04
   1.50000000e+01    2.98447956e-04
   1.60000000e+01    2.98529255e-04
   1.70000000e+01    2.98607379e-04
   1.80000000e+01    2.98682513e-04
   1.90000000e+01    2.98754831e-04
   2.00000000e+01    2.98824489e-04
   2.10000000e+01    2.98891634e-04
   2.20000000e+01    2.98956400e-04
   2.30000000e+01    2.99018913e-04
   2.40000000e+01    2.99079289e-04
   2.50000000e+01    2.99137635e-04
   2.60000000e+01    2.99194051e-04
   2.70000000e+01    2.99248631e-04
   2.80000000e+01    2.99301462e-04
   2.90000000e+01    2.99352625e-04
   3.00000000e+01    2.99402197e-04
End of Xyce(TM) Simulation
