      V(2)             I(VOUT)     
   0.00000000e+00   -6.37316905e-25
   1.00000000e+00    1.94876197e-06
   2.00000000e+00    1.23867560e-04
   3.00000000e+00    1.43621524e-04
   4.00000000e+00    1.45098897e-04
   5.00000000e+00    1.46569028e-04
   6.00000000e+00    1.48262700e-04
   7.00000000e+00    1.51388618e-04
   8.00000000e+00    1.55057450e-04
   9.00000000e+00    1.58970132e-04
   1.00000000e+01    1.63044139e-04
   1.10000000e+01    1.67248695e-04
   1.20000000e+01    1.71562881e-04
   1.30000000e+01    1.75976099e-04
   1.40000000e+01    1.80481417e-04
   1.50000000e+01    1.85074193e-04
   1.60000000e+01    1.89751291e-04
   1.70000000e+01    1.94510635e-04
   1.80000000e+01    1.99350948e-04
   1.90000000e+01    2.04271601e-04
   2.00000000e+01    2.09272530e-04
   2.10000000e+01    2.14354214e-04
   2.20000000e+01    2.19517698e-04
   2.30000000e+01    2.24764713e-04
   2.40000000e+01    2.30097806e-04
   2.50000000e+01    2.35520851e-04
   2.60000000e+01    2.41039857e-04
   2.70000000e+01    2.46665071e-04
   2.80000000e+01    2.52417131e-04
   2.90000000e+01    2.58353562e-04
   3.00000000e+01    2.64965148e-04
End of Xyce(TM) Simulation
