      V(2)             I(VOUT)     
   0.00000000e+00    2.10831445e-25
   1.00000000e+00    1.35289715e-05
   2.00000000e+00    2.76176134e-04
   3.00000000e+00    2.97498769e-04
   4.00000000e+00    2.97632201e-04
   5.00000000e+00    2.97758201e-04
   6.00000000e+00    2.97877758e-04
   7.00000000e+00    2.97991382e-04
   8.00000000e+00    2.98099528e-04
   9.00000000e+00    2.98202603e-04
   1.00000000e+01    2.98300972e-04
   1.10000000e+01    2.98394965e-04
   1.20000000e+01    2.98484880e-04
   1.30000000e+01    2.98570985e-04
   1.40000000e+01    2.98653527e-04
   1.50000000e+01    2.98732729e-04
   1.60000000e+01    2.98808795e-04
   1.70000000e+01    2.98881912e-04
   1.80000000e+01    2.98952252e-04
   1.90000000e+01    2.99019973e-04
   2.00000000e+01    2.99085221e-04
   2.10000000e+01    2.99148129e-04
   2.20000000e+01    2.99208822e-04
   2.30000000e+01    2.99267416e-04
   2.40000000e+01    2.99324018e-04
   2.50000000e+01    2.99378727e-04
   2.60000000e+01    2.99431635e-04
   2.70000000e+01    2.99482829e-04
   2.80000000e+01    2.99532389e-04
   2.90000000e+01    2.99580392e-04
   3.00000000e+01    2.99626908e-04
End of Xyce(TM) Simulation
