      V(2)             I(VOUT)     
   0.00000000e+00   -3.24669528e-26
   1.00000000e+00    1.96082050e-06
   2.00000000e+00    1.21405300e-04
   3.00000000e+00    1.41122195e-04
   4.00000000e+00    1.42552922e-04
   5.00000000e+00    1.43977112e-04
   6.00000000e+00    1.45394803e-04
   7.00000000e+00    1.46805246e-04
   8.00000000e+00    1.48954688e-04
   9.00000000e+00    1.52187775e-04
   1.00000000e+01    1.55770252e-04
   1.10000000e+01    1.59546247e-04
   1.20000000e+01    1.63468471e-04
   1.30000000e+01    1.67505725e-04
   1.40000000e+01    1.71644216e-04
   1.50000000e+01    1.75874987e-04
   1.60000000e+01    1.80192081e-04
   1.70000000e+01    1.84591435e-04
   1.80000000e+01    1.89070260e-04
   1.90000000e+01    1.93626679e-04
   2.00000000e+01    1.98259510e-04
   2.10000000e+01    2.02968135e-04
   2.20000000e+01    2.07752429e-04
   2.30000000e+01    2.12612726e-04
   2.40000000e+01    2.17549830e-04
   2.50000000e+01    2.22565073e-04
   2.60000000e+01    2.27660453e-04
   2.70000000e+01    2.32838812e-04
   2.80000000e+01    2.38104407e-04
   2.90000000e+01    2.43463894e-04
   3.00000000e+01    2.48928926e-04
End of Xyce(TM) Simulation
