      V(2)             I(VOUT)     
   0.00000000e+00    2.05360317e-25
   1.00000000e+00    2.70095353e-06
   2.00000000e+00    2.74950997e-04
   3.00000000e+00    2.96511840e-04
   4.00000000e+00    2.96671488e-04
   5.00000000e+00    2.96822368e-04
   6.00000000e+00    2.96965280e-04
   7.00000000e+00    2.97100880e-04
   8.00000000e+00    2.97229751e-04
   9.00000000e+00    2.97352412e-04
   1.00000000e+01    2.97469324e-04
   1.10000000e+01    2.97580905e-04
   1.20000000e+01    2.97687527e-04
   1.30000000e+01    2.97789530e-04
   1.40000000e+01    2.97887218e-04
   1.50000000e+01    2.97980871e-04
   1.60000000e+01    2.98070742e-04
   1.70000000e+01    2.98157063e-04
   1.80000000e+01    2.98240046e-04
   1.90000000e+01    2.98319885e-04
   2.00000000e+01    2.98396760e-04
   2.10000000e+01    2.98470835e-04
   2.20000000e+01    2.98542263e-04
   2.30000000e+01    2.98611186e-04
   2.40000000e+01    2.98677733e-04
   2.50000000e+01    2.98742025e-04
   2.60000000e+01    2.98804177e-04
   2.70000000e+01    2.98864292e-04
   2.80000000e+01    2.98922468e-04
   2.90000000e+01    2.98978798e-04
   3.00000000e+01    2.99033366e-04
End of Xyce(TM) Simulation
