      V(2)             I(VOUT)     
   0.00000000e+00   -1.26267636e-25
   1.00000000e+00    2.07318991e-06
   2.00000000e+00    1.09606339e-04
   3.00000000e+00    1.24926250e-04
   4.00000000e+00    1.26387519e-04
   5.00000000e+00    1.27840151e-04
   6.00000000e+00    1.29284077e-04
   7.00000000e+00    1.30719175e-04
   8.00000000e+00    1.32145206e-04
   9.00000000e+00    1.33561724e-04
   1.00000000e+01    1.34967810e-04
   1.10000000e+01    1.36361255e-04
   1.20000000e+01    1.37734681e-04
   1.30000000e+01    1.39036016e-04
   1.40000000e+01    1.40178014e-04
   1.50000000e+01    1.41305276e-04
   1.60000000e+01    1.42429073e-04
   1.70000000e+01    1.43549403e-04
   1.80000000e+01    1.44664907e-04
   1.90000000e+01    1.46280612e-04
   2.00000000e+01    1.48536721e-04
   2.10000000e+01    1.51063403e-04
   2.20000000e+01    1.53752152e-04
   2.30000000e+01    1.56564785e-04
   2.40000000e+01    1.59473727e-04
   2.50000000e+01    1.62465983e-04
   2.60000000e+01    1.65532811e-04
   2.70000000e+01    1.68668166e-04
   2.80000000e+01    1.71867729e-04
   2.90000000e+01    1.75128342e-04
   3.00000000e+01    1.78447665e-04
End of Xyce(TM) Simulation
