      V(2)             I(VOUT)     
   0.00000000e+00   -4.24421932e-26
   1.00000000e+00    2.58012166e-06
   2.00000000e+00    8.67557278e-05
   3.00000000e+00    9.60602102e-05
   4.00000000e+00    9.69272334e-05
   5.00000000e+00    9.77923086e-05
   6.00000000e+00    9.86554337e-05
   7.00000000e+00    9.95166067e-05
   8.00000000e+00    1.00375826e-04
   9.00000000e+00    1.01233090e-04
   1.00000000e+01    1.02088396e-04
   1.10000000e+01    1.02941745e-04
   1.20000000e+01    1.03793133e-04
   1.30000000e+01    1.04642561e-04
   1.40000000e+01    1.05490027e-04
   1.50000000e+01    1.06335530e-04
   1.60000000e+01    1.07179069e-04
   1.70000000e+01    1.08020643e-04
   1.80000000e+01    1.08860251e-04
   1.90000000e+01    1.09697892e-04
   2.00000000e+01    1.10533566e-04
   2.10000000e+01    1.11367272e-04
   2.20000000e+01    1.12199009e-04
   2.30000000e+01    1.13028777e-04
   2.40000000e+01    1.13856573e-04
   2.50000000e+01    1.14682398e-04
   2.60000000e+01    1.15506250e-04
   2.70000000e+01    1.16328128e-04
   2.80000000e+01    1.17148031e-04
   2.90000000e+01    1.17965956e-04
   3.00000000e+01    1.18781902e-04
End of Xyce(TM) Simulation
