      V(2)             I(VOUT)     
   0.00000000e+00    5.59729960e-26
   1.00000000e+00    1.97431188e-06
   2.00000000e+00    2.19454424e-04
   3.00000000e+00    2.43601422e-04
   4.00000000e+00    2.52751548e-04
   5.00000000e+00    2.87926915e-04
   6.00000000e+00    2.88633500e-04
   7.00000000e+00    2.89128287e-04
   8.00000000e+00    2.89541057e-04
   9.00000000e+00    2.89903638e-04
   1.00000000e+01    2.90232169e-04
   1.10000000e+01    2.90534333e-04
   1.20000000e+01    2.90815046e-04
   1.30000000e+01    2.91077688e-04
   1.40000000e+01    2.91324727e-04
   1.50000000e+01    2.91558047e-04
   1.60000000e+01    2.91779144e-04
   1.70000000e+01    2.91989235e-04
   1.80000000e+01    2.92189331e-04
   1.90000000e+01    2.92380291e-04
   2.00000000e+01    2.92562851e-04
   2.10000000e+01    2.92737654e-04
   2.20000000e+01    2.92905263e-04
   2.30000000e+01    2.93066177e-04
   2.40000000e+01    2.93220841e-04
   2.50000000e+01    2.93369656e-04
   2.60000000e+01    2.93512982e-04
   2.70000000e+01    2.93651147e-04
   2.80000000e+01    2.93784450e-04
   2.90000000e+01    2.93913163e-04
   3.00000000e+01    2.94037537e-04
End of Xyce(TM) Simulation
