      V(2)             I(VOUT)     
   0.00000000e+00    6.82001111e-27
   1.00000000e+00    3.07785047e-06
   2.00000000e+00    7.74647365e-05
   3.00000000e+00    8.43284190e-05
   4.00000000e+00    8.49222863e-05
   5.00000000e+00    8.55155491e-05
   6.00000000e+00    8.61082032e-05
   7.00000000e+00    8.67002443e-05
   8.00000000e+00    8.72916683e-05
   9.00000000e+00    8.78824710e-05
   1.00000000e+01    8.84726486e-05
   1.10000000e+01    8.90621970e-05
   1.20000000e+01    8.96511123e-05
   1.30000000e+01    9.02393908e-05
   1.40000000e+01    9.08270288e-05
   1.50000000e+01    9.14140224e-05
   1.60000000e+01    9.20003682e-05
   1.70000000e+01    9.25860626e-05
   1.80000000e+01    9.31711020e-05
   1.90000000e+01    9.37554830e-05
   2.00000000e+01    9.43392023e-05
   2.10000000e+01    9.49222565e-05
   2.20000000e+01    9.55046424e-05
   2.30000000e+01    9.60863567e-05
   2.40000000e+01    9.66673964e-05
   2.50000000e+01    9.72477582e-05
   2.60000000e+01    9.78274392e-05
   2.70000000e+01    9.84064364e-05
   2.80000000e+01    9.89847468e-05
   2.90000000e+01    9.95623675e-05
   3.00000000e+01    1.00139296e-04
End of Xyce(TM) Simulation
