      V(2)             I(VOUT)     
   0.00000000e+00    2.63964773e-25
   1.00000000e+00    3.40513805e-06
   2.00000000e+00    2.76795262e-04
   3.00000000e+00    2.97979665e-04
   4.00000000e+00    2.98100900e-04
   5.00000000e+00    2.98214911e-04
   6.00000000e+00    2.98323194e-04
   7.00000000e+00    2.98426192e-04
   8.00000000e+00    2.98524303e-04
   9.00000000e+00    2.98617883e-04
   1.00000000e+01    2.98707254e-04
   1.10000000e+01    2.98792705e-04
   1.20000000e+01    2.98874498e-04
   1.30000000e+01    2.98952871e-04
   1.40000000e+01    2.99028041e-04
   1.50000000e+01    2.99100206e-04
   1.60000000e+01    2.99169546e-04
   1.70000000e+01    2.99236228e-04
   1.80000000e+01    2.99300404e-04
   1.90000000e+01    2.99362214e-04
   2.00000000e+01    2.99421789e-04
   2.10000000e+01    2.99479247e-04
   2.20000000e+01    2.99534701e-04
   2.30000000e+01    2.99588253e-04
   2.40000000e+01    2.99639998e-04
   2.50000000e+01    2.99690025e-04
   2.60000000e+01    2.99738418e-04
   2.70000000e+01    2.99785254e-04
   2.80000000e+01    2.99830605e-04
   2.90000000e+01    2.99874539e-04
   3.00000000e+01    2.99917120e-04
End of Xyce(TM) Simulation
