      V(2)             I(VOUT)     
   0.00000000e+00    4.50957576e-25
   1.00000000e+00    2.25058432e-06
   2.00000000e+00    9.84288803e-05
   3.00000000e+00    1.10770086e-04
   4.00000000e+00    1.11954579e-04
   5.00000000e+00    1.13134386e-04
   6.00000000e+00    1.14309519e-04
   7.00000000e+00    1.15479990e-04
   8.00000000e+00    1.16645812e-04
   9.00000000e+00    1.17806994e-04
   1.00000000e+01    1.18963547e-04
   1.10000000e+01    1.20115478e-04
   1.20000000e+01    1.21262793e-04
   1.30000000e+01    1.22405496e-04
   1.40000000e+01    1.23543587e-04
   1.50000000e+01    1.24677061e-04
   1.60000000e+01    1.25805908e-04
   1.70000000e+01    1.26930108e-04
   1.80000000e+01    1.28049630e-04
   1.90000000e+01    1.29164422e-04
   2.00000000e+01    1.30274403e-04
   2.10000000e+01    1.31379446e-04
   2.20000000e+01    1.32479334e-04
   2.30000000e+01    1.33573683e-04
   2.40000000e+01    1.34661733e-04
   2.50000000e+01    1.35741677e-04
   2.60000000e+01    1.36807437e-04
   2.70000000e+01    1.37815812e-04
   2.80000000e+01    1.38709250e-04
   2.90000000e+01    1.39594139e-04
   3.00000000e+01    1.40477246e-04
End of Xyce(TM) Simulation
