      V(2)             I(VOUT)     
   0.00000000e+00   -2.68144854e-25
   1.00000000e+00    2.51440454e-06
   2.00000000e+00    2.74002981e-04
   3.00000000e+00    2.95724770e-04
   4.00000000e+00    2.95906055e-04
   5.00000000e+00    2.96077153e-04
   6.00000000e+00    2.96238981e-04
   7.00000000e+00    2.96392331e-04
   8.00000000e+00    2.96537902e-04
   9.00000000e+00    2.96676311e-04
   1.00000000e+01    2.96808108e-04
   1.10000000e+01    2.96933784e-04
   1.20000000e+01    2.97053779e-04
   1.30000000e+01    2.97168490e-04
   1.40000000e+01    2.97278275e-04
   1.50000000e+01    2.97383459e-04
   1.60000000e+01    2.97484336e-04
   1.70000000e+01    2.97581176e-04
   1.80000000e+01    2.97674225e-04
   1.90000000e+01    2.97763707e-04
   2.00000000e+01    2.97849829e-04
   2.10000000e+01    2.97932782e-04
   2.20000000e+01    2.98012741e-04
   2.30000000e+01    2.98089868e-04
   2.40000000e+01    2.98164313e-04
   2.50000000e+01    2.98236215e-04
   2.60000000e+01    2.98305702e-04
   2.70000000e+01    2.98372896e-04
   2.80000000e+01    2.98437908e-04
   2.90000000e+01    2.98500842e-04
   3.00000000e+01    2.98561796e-04
End of Xyce(TM) Simulation
