      V(2)             I(VOUT)     
   0.00000000e+00    1.21184111e-26
   1.00000000e+00    1.97466361e-06
   2.00000000e+00    1.19609090e-04
   3.00000000e+00    1.38577624e-04
   4.00000000e+00    1.40122796e-04
   5.00000000e+00    1.41505460e-04
   6.00000000e+00    1.42879225e-04
   7.00000000e+00    1.44247117e-04
   8.00000000e+00    1.45609128e-04
   9.00000000e+00    1.47028076e-04
   1.00000000e+01    1.49605300e-04
   1.10000000e+01    1.52818820e-04
   1.20000000e+01    1.56293592e-04
   1.30000000e+01    1.59931814e-04
   1.40000000e+01    1.63699513e-04
   1.50000000e+01    1.67573011e-04
   1.60000000e+01    1.71540651e-04
   1.70000000e+01    1.75594750e-04
   1.80000000e+01    1.79730098e-04
   1.90000000e+01    1.83943080e-04
   2.00000000e+01    1.88231178e-04
   2.10000000e+01    1.92592671e-04
   2.20000000e+01    1.97026449e-04
   2.30000000e+01    2.01531898e-04
   2.40000000e+01    2.06108838e-04
   2.50000000e+01    2.10757486e-04
   2.60000000e+01    2.15478454e-04
   2.70000000e+01    2.20272779e-04
   2.80000000e+01    2.25141998e-04
   2.90000000e+01    2.30088308e-04
   3.00000000e+01    2.35114777e-04
End of Xyce(TM) Simulation
