      V(2)             I(VOUT)     
   0.00000000e+00    2.47904178e-25
   1.00000000e+00    2.12146119e-06
   2.00000000e+00    2.69744533e-04
   3.00000000e+00    2.92076075e-04
   4.00000000e+00    2.92375157e-04
   5.00000000e+00    2.92652805e-04
   6.00000000e+00    2.92911968e-04
   7.00000000e+00    2.93154929e-04
   8.00000000e+00    2.93383514e-04
   9.00000000e+00    2.93599224e-04
   1.00000000e+01    2.93803312e-04
   1.10000000e+01    2.93996842e-04
   1.20000000e+01    2.94180729e-04
   1.30000000e+01    2.94355768e-04
   1.40000000e+01    2.94522658e-04
   1.50000000e+01    2.94682013e-04
   1.60000000e+01    2.94834381e-04
   1.70000000e+01    2.94980253e-04
   1.80000000e+01    2.95120067e-04
   1.90000000e+01    2.95254221e-04
   2.00000000e+01    2.95383074e-04
   2.10000000e+01    2.95506955e-04
   2.20000000e+01    2.95626161e-04
   2.30000000e+01    2.95740965e-04
   2.40000000e+01    2.95851619e-04
   2.50000000e+01    2.95958352e-04
   2.60000000e+01    2.96061377e-04
   2.70000000e+01    2.96160892e-04
   2.80000000e+01    2.96257077e-04
   2.90000000e+01    2.96350101e-04
   3.00000000e+01    2.96440122e-04
End of Xyce(TM) Simulation
